tconst,primaryTitle,originalTitle,startYear,runtimeMinutes,genres,directors,writers,averageRating,numVotes,actor,actress,producer
tt13875460,A Palace for Putin. The Story of the Biggest Bribe,Dvorets dlya Putina. Istoriya samoy bolshoy vzyatki,2021,113,Documentary,nm6281092,"nm9039309,nm6281092,nm12246737",8.6,2626,,,nm12262487
tt13880104,Happening,L'événement,2021,100,Drama,nm1604976,"nm0738925,nm1604976,nm1919741,nm4664167,nm5221389",7.4,13571,"nm3197772,nm2847812,nm10743187","nm4422007,nm4714676,nm2975576,nm8317321,nm0094789,nm9019253,nm0609662","nm5221389,nm0917946"
tt1388402,Bad Day to Go Fishing,Mal día para pescar,2009,110,"Comedy,Drama,Western",nm1304308,"nm1304308,nm0648618,nm0685038",6.9,1308,"nm0685038,nm0014261,nm1204465,nm5468509,nm1568481,nm0869004,nm5837210,nm0854803","nm0182074,nm0326236","nm2247815,nm1304308,nm0162320,nm1389806"
tt1388441,Mugavari,Mugavari,2000,156,"Drama,Romance",nm1922191,"nm0049400,nm1922191",7.3,1687,"nm1504620,nm0015001,nm0542478,nm0706499,nm0899649,nm0900266","nm0433392,nm4801426",nm1823427
tt1388444,Yaaradi Nee Mohini,Yaaradi Nee Mohini,2008,174,"Drama,Romance",nm4029254,nm1421754,7.4,2946,"nm1333687,nm2275012,nm0706499,nm1420619,nm0899649,nm1007581,nm10743193","nm1521381,nm3674752,nm0837797",
tt13885320,India Lockdown,India Lockdown,2022,117,Drama,nm1055105,"nm8552307,nm13040033",7.1,10197,"nm3070408,nm1388463,nm14083913,nm4858115,nm3385526","nm3256907,nm1284108,nm3933547,nm10487218,nm11052364","nm1055105,nm7619164,nm9142595"
tt13885428,Anweshippin Kandethum,Anweshippin Kandethum,2024,142,"Crime,Drama,Mystery",nm12251335,nm4980807,7.4,11880,"nm5732707,nm11324083,nm8038606,nm12413259,nm1388202,nm6535432,nm1504987,nm1459609,nm3477534,nm2573453",,"nm4980807,nm0474891,nm12251335,nm12857105"
tt13885492,Little Richard: I Am Everything,Little Richard: I Am Everything,2023,101,"Biography,Documentary,History",nm0181263,\N,7.4,1895,,,"nm4919258,nm0181263,nm2473259,nm4203801"
tt13885592,The Reckoning,Die Heimsuchung,2021,88,"Drama,Mystery,Thriller",nm1357855,nm0923184,6.7,1457,"nm0880518,nm0270541,nm3280793,nm8253475,nm0473664","nm4235217,nm4235217,nm0442307,nm0248591,nm3728207,nm12251426","nm1410739,nm3064094"
tt13887128,Drifting,Zuk seoi piu lau,2021,112,Drama,nm9122770,nm9122770,6.9,1085,"nm0628757,nm0874860,nm3846586,nm2920258,nm17243025","nm0497782,nm17617487,nm4986421,nm14922843",nm5874857
tt1389137,We Bought a Zoo,We Bought a Zoo,2011,124,"Comedy,Drama,Family",nm0001081,"nm0112459,nm0001081,nm3349167",7.0,158640,"nm0000354,nm0002006,nm1225406,nm0005171,nm0297578,nm0383422","nm0424060,nm1102577,nm1369619,nm0303013","nm0001081,nm0798930,nm0948833"
tt13892558,"Our Father, the Devil","Mon père, le diable",2021,107,Thriller,nm3203018,nm3203018,6.9,519,"nm2766807,nm3898544,nm8321241,nm12514816,nm4843603","nm3447751,nm3242630,nm3245500,nm1742834,nm8321243","nm3203018,nm1734107"
tt1390411,In the Heart of the Sea,In the Heart of the Sea,2015,122,"Action,Adventure,Biography",nm0000165,"nm0495378,nm0415425,nm0798646,nm1090930",6.9,157264,"nm1165110,nm0614165,nm0322407,nm0924210,nm0907548,nm4043618,nm2167957,nm0226817,nm1152798",nm0265610,"nm0004976,nm0000165,nm0005387,nm1049024"
tt1390821,Chirodini Tumi Je Amar,Chirodini Tumi Je Amar,2008,180,Romance,nm3354020,\N,6.8,607,"nm13995051,nm13141517,nm3354073,nm3366888,nm0706829,nm14000940,nm3359025,nm3366844","nm0212542,nm3367136",nm1421119
tt1390851,Sathi,Sathi,2002,136,"Drama,Musical,Romance",nm1359229,"nm3386803,nm1359229",7.4,1337,"nm3359107,nm0612334,nm1441087,nm1550867,nm0788903","nm1269875,nm3213989,nm3361304,nm0611570,nm1586955",nm1421119
tt1391092,Marwencol,Marwencol,2010,83,"Biography,Documentary,Fantasy",nm0540220,\N,7.5,3780,,nm5126411,"nm0540220,nm0701245,nm0705411,nm3358782"
tt13912632,Sanak,Sanak,2021,116,"Action,Thriller",nm4729382,"nm17870856,nm10374998",6.6,11240,"nm4651098,nm4669667,nm10881552,nm3204740,nm3245943,nm14597247","nm12890880,nm1226448,nm12186129,nm8780316",nm1150959
tt13913326,Chernobyl: The Lost Tapes,Chernobyl: The Lost Tapes,2022,96,"Documentary,History",nm4155251,\N,7.9,2392,,,"nm12850250,nm12850249"
tt13914000,Republic,Republic,2021,152,"Action,Drama,Thriller",nm2559488,"nm2559488,nm12264747",7.8,4203,"nm0045075,nm12264746,nm15506564,nm9627615,nm13353186,nm12351933,nm9870122,nm1280901","nm0007404,nm0471447","nm2472358,nm2024055"
tt1391481,Run If You Can,"Renn, wenn du kannst",2010,112,Drama,nm0117698,"nm0117697,nm0117698",7.2,879,"nm0350351,nm0559326,nm1959500,nm1183178,nm3457170,nm0846281","nm0117697,nm1579899,nm1070602,nm0540804","nm0775831,nm0777978"
tt13919696,Meppadiyan,Meppadiyan,2022,124,"Drama,Thriller",nm13875575,"nm13875575,nm10467253",7.1,4467,"nm4520191,nm10752219,nm1955570,nm4028151,nm0426958,nm10923266,nm1428724","nm5682275,nm4191651,nm11145195",nm4520191
tt13920988,Beyond the Wall,"Shab, Dakheli, Divar",2022,126,"Crime,Drama,Mystery",nm7522225,nm7522225,7.0,2084,"nm5457207,nm3132725,nm6420201,nm12265960,nm14988454,nm14854111,nm14113758","nm13541767,nm13539676,nm11383871",nm7860267
tt13921588,The Grandson,Az unoka,2021,115,"Action,Drama,Thriller",nm2038042,"nm2038042,nm6467099,nm3808517",6.9,2017,"nm3001812,nm0430298,nm5393410,nm1144502","nm0688292,nm2441138,nm2444871,nm0405418,nm0867888,nm0843739",nm0959155
tt1392170,The Hunger Games,The Hunger Games,2012,142,"Action,Adventure,Sci-Fi",nm0002657,"nm0002657,nm1056741,nm0712753",7.2,1064103,"nm1242688,nm2955013,nm0001804,nm0004747","nm2225369,nm3094377,nm0006969,nm0480808,nm0539155,nm0341421","nm1749221,nm0453091"
tt1392190,Mad Max: Fury Road,Mad Max: Fury Road,2015,120,"Action,Adventure,Sci-Fi",nm0004306,"nm0004306,nm0565068,nm0490147",8.1,1189594,"nm0362766,nm0396558,nm0117412,nm2890541,nm0428923","nm0000234,nm2368789,nm2492819,nm2142336,nm3880181","nm0004306,nm0593294,nm0900840"
tt1392214,Prisoners,Prisoners,2013,153,"Crime,Drama,Mystery",nm0898288,nm3360706,8.2,906052,"nm0413168,nm0350453,nm0005024,nm0200452,nm1910255","nm0205626,nm0502425,nm0004742,nm2954703,nm4961013","nm0204987,nm0424663,nm2221807,nm0467255"
tt1392249,Night and Fog,Tin shui wai dik ye yu mo,2009,122,"Crime,Drama",nm0401176,"nm1095800,nm0492288",7.1,645,"nm0945189,nm2649417,nm15618741,nm9382450","nm1846368,nm7534235,nm7437380,nm0492401,nm1148196,nm10996623","nm0401176,nm0939147"
tt13925862,"Dad, I'm Sorry",Bo Gia,2021,128,"Comedy,Drama,Family","nm8328802,nm4593873","nm12382484,nm10838006",6.6,1187,"nm8328802,nm9215739,nm11274024,nm8328803,nm12382468,nm12382469","nm10923005,nm10703308,nm5852069,nm11104928",nm6310391
tt13926310,Small Body,Piccolo corpo,2021,89,Drama,nm6851052,"nm6851052,nm4785763,nm6851049",7.0,1109,"nm15989947,nm15989954","nm12758331,nm6672136,nm15989941,nm15989944,nm15989952,nm15989949,nm15989950,nm15989956","nm1743991,nm6602702"
tt13927994,Salaar,Salaar: Part 1 - Ceasefire,2023,175,"Action,Crime,Drama",nm6073824,"nm15481458,nm6158998,nm3918957,nm9086605,nm6073824,nm5964113",6.6,77355,"nm1659141,nm15923309,nm1335387,nm0045075,nm0025627,nm7362373,nm0103976,nm10369587","nm1599046,nm0710545","nm13138131,nm7872012"
tt13934264,When It Rains in LA,When It Rains in LA,2025,80,"Crime,Horror,Thriller",nm3976099,nm7704160,6.7,1709,"nm0000616,nm12664894,nm5783393,nm8279086,nm8279086,nm14007182,nm1881779","nm7753033,nm14059758,nm5721118,nm7602099","nm10090967,nm8471635,nm7704160"
tt1393746,Aftershock,Tang shan da di zhen,2010,135,"Drama,History",nm0271815,"nm1407934,nm4207856",7.5,10166,"nm0155203,nm3155266,nm1254646,nm4376553,nm3590261,nm1983721","nm0944624,nm1846368,nm1846368,nm3988282,nm2422449","nm4376466,nm0359189,nm1234849,nm4376501"
tt13938338,Woodlands Dark and Days Bewitched: A History of Folk Horror,Woodlands Dark and Days Bewitched: A History of Folk Horror,2021,194,"Documentary,Horror",nm1822899,nm1822899,7.6,2109,,,"nm4775020,nm1822899"
tt13940818,The Contestant,The Contestant,2023,90,"Biography,Documentary",nm3655310,nm3655310,7.2,3807,,,"nm0094524,nm3399644,nm9067251,nm2046101"
tt13943546,If These Walls Could Sing,If These Walls Could Sing,2022,86,"Biography,Documentary",nm0969695,\N,7.2,1314,,,"nm0061557,nm14178580,nm10542969"
tt13943780,I Am Alfred Hitchcock,I Am Alfred Hitchcock,2021,84,"Biography,Documentary,History",nm3159708,"nm3159708,nm1184158,nm1380959",7.4,769,,,"nm1921078,nm1184158,nm1427166"
tt1394383,Blood Into Wine,Blood Into Wine,2010,100,Documentary,"nm0656333,nm2948475","nm0656333,nm2948475",7.0,1270,,,"nm2948685,nm0656333,nm2948475,nm2948805"
tt1395054,Once Upon a Time in Mumbaai,Once Upon a Time in Mumbaai,2010,134,"Action,Crime,Drama",nm0527453,nm1802449,7.4,20630,"nm0222426,nm1431656,nm0393535,nm1240831,nm1983446,nm3080979,nm3062984,nm3124900","nm2144007,nm2278458","nm0438471,nm0438506,nm1583196"
tt1395059,Room and a Half,Poltory komnaty ili Sentimentalnoe puteshestvie na Rodinu,2009,130,"Animation,Biography,Drama",nm1672007,"nm0032685,nm1672007",7.2,588,"nm0951084,nm3368486,nm1977315,nm1872193,nm0055112,nm0222933,nm0233107","nm0293981,nm4809883,nm4104993","nm2017148,nm1672007"
tt2106411,I'd Receive the Worst News from Your Beautiful Lips,Eu Receberia as Piores Notícias dos seus Lindos Lábios,2011,100,Drama,"nm0105242,nm1038808",nm0032645,6.6,718,"nm0532446,nm0532458,nm0131827,nm1705195,nm5220350,nm0685638,nm6601880","nm0685639,nm5220084,nm5983349",nm1100882
tt21064584,The Iron Claw,The Iron Claw,2023,132,"Biography,Drama,Sport",nm1699934,nm1699934,7.6,113918,"nm1374980,nm2087739,nm6170168,nm0564697,nm14579839,nm14261772,nm0409186,nm0346144,nm2467517",nm0005491,"nm1699934,nm0397998,nm0483642,nm0743882"
tt2106476,The Hunt,Jagten,2012,115,Drama,nm0899121,"nm0899121,nm2105585",8.3,400182,"nm0586568,nm0488917,nm5039026,nm1046521,nm3781410,nm5164600","nm5038871,nm0937622,nm0368482,nm0710658","nm1011849,nm0442337"
tt2106671,Beyond the Hill,Tepenin Ardi,2012,94,Drama,nm1625220,nm1625220,7.2,4142,"nm2416236,nm1970866,nm2040571,nm1489197,nm7606652,nm11510046,nm11510047,nm11956783,nm10884169",nm3104867,"nm1625220,nm2912329,nm1626419"
tt21067242,Love Never Ends,Wo ai ni!,2023,116,"Drama,Romance",nm5181204,"nm15099092,nm9202929,nm2326323,nm12209183,nm5181204,nm15122007,nm6182182",7.2,506,"nm0196433,nm0504899,nm4435522,nm8301115","nm0401192,nm0948112,nm11266931,nm15097840,nm15433014,nm4832602",
tt2106744,Bad Hair Friday,Vasaku jala reede,2012,100,"Comedy,Crime,Thriller","nm4900086,nm4764412","nm1307222,nm4763962,nm4910205,nm4910189",6.6,636,"nm2948384,nm2948384,nm3654469,nm3654469,nm4910192,nm4910206,nm2960239,nm1106519,nm1273350,nm0882616,nm0867545,nm0740192",,nm4763962
tt21071620,Pookkaalam,Pookkaalam,2023,137,"Comedy,Drama,Family",nm4395136,nm4395136,7.4,4869,"nm1066795,nm7243877,nm1197464,nm8387510,nm11620333,nm7931828,nm7977184","nm11078300,nm13768458,nm8387513","nm7222223,nm6546398"
tt21076374,Balamevvadu,Balamevvadu,2022,120,"Crime,Drama,Romance",nm13770247,nm13770247,6.8,2016,"nm13770250,nm13770251,nm13770252,nm3478180,nm13770253,nm9449693,nm10521038,nm13770254,nm13770255",nm13092322,nm13770262
tt2107850,The Case Against 8,The Case Against 8,2014,109,"Biography,Documentary,News","nm2718068,nm1713913","nm2718068,nm1713913",7.4,1212,,,"nm2718068,nm1713913"
tt2107851,The Practice of Beauty,Uprazhneniya v prekrasnom,2011,93,Comedy,nm1597722,"nm0476544,nm1597722,nm0951120",7.2,645,"nm0476544,nm3376214,nm1597722,nm0951120",nm3603350,"nm0476544,nm1597722,nm0951120"
tt21084334,I Heard the Bells,I Heard the Bells,2022,110,"Biography,Drama,Family",nm7530291,"nm7530291,nm10352120",6.7,1206,"nm10353884,nm7085459,nm14291659,nm16715181,nm16715206,nm16715191","nm13772943,nm16715177,nm16715186,nm6372481",nm7530291
tt2108546,Jackie,Jackie,2012,100,"Comedy,Drama",nm0079578,"nm0088858,nm0392288",6.8,2356,"nm2456350,nm0819165,nm0388580,nm0818715,nm0115856","nm0396924,nm0887206,nm0000456,nm1837583,nm4320401","nm0212355,nm0644283,nm4100983"
tt21093976,National Theatre Live: Prima Facie,National Theatre Live: Prima Facie,2022,120,Drama,nm7557471,nm3238137,9.1,3280,,nm3069650,
tt21094076,Two Men,Two Men,2022,115,"Drama,Thriller",nm7721024,"nm7721024,nm13080939",7.2,1313,"nm14436592,nm11691593,nm1411548,nm2718017,nm3397660,nm2778969,nm1001625,nm8527632","nm2445419,nm5135345",nm13822495
tt21094124,Cause of Death: Unknown,Cause of Death: Unknown,2023,104,"Drama,Mystery,Thriller",nm7860268,nm7860268,6.8,644,"nm7970056,nm7418971,nm9513449,nm8991079,nm13187704,nm13777955,nm13777956,nm13777957","nm5781340,nm8981542",nm4219129
tt21097228,A Different Man,A Different Man,2024,112,"Drama,Thriller",nm3661688,nm3661688,6.9,35653,"nm1659221,nm3138924,nm6376727,nm1169526,nm10673068,nm10930101,nm0312398,nm2422469,nm11700202",nm4561559,"nm12973614,nm3091261,nm0882927"
tt21100430,Meelo Okadu,Meelo Okadu,2022,146,"Drama,Family",nm13781498,nm13781498,8.0,2017,"nm13781498,nm13784748,nm0838520,nm13781500,nm13781501,nm13784749,nm13781503",nm11722146,nm13781504
tt21103218,The Lost Bus,The Lost Bus,2025,130,"Biography,Drama,History",nm0339030,"nm2145487,nm0339030,nm13782330",6.8,37512,"nm0000190,nm0891485,nm16289583,nm1180243","nm1065229,nm1534700,nm2838261,nm5246255,nm1639330","nm0089658,nm0000130,nm0329084,nm2145487"
tt21108804,Phule,Phule,2025,129,Biography,nm0536705,"nm2813440,nm0536705",8.1,2992,"nm2363939,nm2594301,nm0665555,nm3124900,nm2674337,nm13303125,nm1295827,nm1372014,nm9119259",nm6472234,"nm8068168,nm7790803,nm9538830,nm9538829"
tt21109538,Hansan: Rising Dragon,Hansan: Yongui chulhyeon,2022,130,"Action,Drama,History",nm3482943,"nm3482943,nm17483898,nm5720799",6.6,2487,"nm1310960,nm5374796,nm0014227,nm1049234,nm6377227,nm5470717,nm4641488,nm6811859,nm3306464",nm3676100,"nm15180670,nm3482943,nm2603903"
tt21113962,"20,000 Species of Bees",20.000 especies de abejas,2023,128,Drama,nm5031184,nm5031184,7.0,4602,"nm0748358,nm0962195,nm11510105,nm14822553","nm3186235,nm3802082,nm0299937,nm0493915,nm3891436,nm12584637","nm1570303,nm3366284"
tt2111478,Mea Maxima Culpa: Silence in the House of God,Mea Maxima Culpa: Silence in the House of God,2012,106,Documentary,nm0316795,nm0316795,8.0,4239,,,"nm0316795,nm0424260,nm2380021,nm0927086"
tt21115444,Even If This Love Disappears from the World Tonight,"Konya, Sekai kara kono Koi ga Kietemo",2022,121,"Drama,Romance",nm3410783,"nm13789235,nm8412510,nm2620778",7.3,1525,"nm9068918,nm2867865,nm0353717,nm3078715,nm12316184","nm9956891,nm10273397,nm8029525,nm1390742,nm15857394","nm1319039,nm12755454"
tt2112152,For No Good Reason,For No Good Reason,2012,89,"Biography,Documentary,History",nm1421356,\N,7.0,1644,nm0324009,,nm4364591
tt2112206,Monica Z,Monica Z,2013,111,"Biography,Drama,Music",nm0283377,"nm0955199,nm0083772,nm0283377",6.8,4500,"nm0345695,nm0075003,nm1541667,nm3149543,nm1481309,nm5329908","nm1450566,nm3010155,nm5050646,nm0515547",nm1597884
tt2112868,Under African Skies,Under African Skies,2012,108,"Biography,Documentary,History",nm0075666,\N,7.7,564,,,"nm0075666,nm0436539,nm1461710"
tt2113007,Michael Jackson: The Life of an Icon,Michael Jackson: The Life of an Icon,2011,149,"Documentary,Music",nm4775772,\N,7.2,1355,,,nm1205836
tt2113073,Mieganciu drugeliu tvirtove,Mieganciu drugeliu tvirtove,2012,120,Drama,nm0700217,"nm2489246,nm0700217",7.1,586,"nm5345704,nm4780839,nm5345570,nm5345339","nm1572930,nm4061369,nm3699617,nm4062558,nm0030112,nm5345335",nm0453721
tt2113075,The Inevitable Defeat of Mister & Pete,The Inevitable Defeat of Mister & Pete,2013,108,Drama,nm0863387,nm1841065,7.5,5982,"nm3004325,nm3219917,nm0942482,nm0015382,nm1679101,nm1107001,nm2416114,nm4837519","nm2554052,nm1617685","nm1707602,nm0248944,nm0854052,nm0863387"
tt2113090,This Ain't California,This Ain't California,2012,100,"Documentary,History,Sport",nm4775043,"nm4775043,nm3163488",7.3,1109,"nm1706921,nm4162364","nm2207142,nm0297300","nm4774819,nm2083511"
tt2113091,The Princess and the Pilot,To aru hikuushi e no tsuioku,2011,99,"Action,Adventure,Animation",nm2596818,"nm5509053,nm0645766",7.0,1387,"nm1126340,nm1177016,nm0395975,nm1563697,nm0620657,nm1328775,nm1111054","nm4235895,nm3435770,nm3769718","nm6118322,nm2589143"
tt2113681,The 100 Year-Old Man Who Climbed Out the Window and Disappeared,Hundraåringen som klev ut genom fönstret och försvann,2013,114,"Adventure,Comedy",nm0379773,"nm0379773,nm2055727,nm4932770",7.0,43923,"nm0349052,nm0928002,nm2433382,nm0401638,nm3757527,nm0138120,nm1425645,nm0285495,nm5693271",nm3230026,"nm0286843,nm0379773,nm1961951,nm0623900"
tt2113683,I Know That Voice,I Know That Voice,2013,90,Documentary,nm1862206,"nm1862206,nm0717449,nm1228961,nm0224007",7.4,2948,,,nm0717449
tt2113768,Death of a Man in the Balkans,Smrt coveka na Balkanu,2012,80,"Comedy,Drama",nm1474292,nm1474292,7.5,1685,"nm0352967,nm0587027,nm0957185,nm0051784,nm1336758,nm2283724,nm0229314","nm0632473,nm0541408,nm0586158",nm1474292
tt2113822,Back to 1942,Yi jiu si er,2012,145,"Drama,History,War",nm0271815,nm1532265,6.9,3932,"nm0955346,nm1833620,nm1981215,nm0271821,nm0155203,nm0508554,nm6051129","nm0944624,nm6051127,nm7089029","nm0359189,nm2900221,nm5365454,nm2698623"
tt21138322,The Happiest Man in the World,Najsrekjniot chovek na svetot,2022,100,Drama,nm0835294,"nm0835294,nm1636814",6.6,616,"nm1603149,nm0048081","nm2848058,nm0593865,nm1357627,nm0547715,nm2431693,nm1085005,nm4413751,nm0474282","nm1636831,nm6258635,nm0217524,nm1584816"
tt2114375,"Dylan Moran: Yeah, Yeah","Dylan Moran: Yeah, Yeah",2011,93,Comedy,nm0532651,nm0602836,8.0,855,,,nm1099162
tt2115420,The Taiwan Oyster,The Taiwan Oyster,2012,105,"Adventure,Comedy,Drama",nm1810035,"nm3163593,nm1810035,nm4779071",6.8,713,"nm1635461,nm4779125,nm4983171,nm4984270,nm4984101,nm4983689,nm0768945,nm4984246,nm4983511",nm3957323,"nm2369562,nm1810035,nm4779071,nm1698137"
tt2115426,Penny Pinchers,Ti-kkeul-mo-a ro-maen-seu,2011,114,"Adventure,Comedy,Romance",nm6119117,nm6119117,6.6,1173,"nm3609366,nm3096062,nm6642429,nm11036573","nm2075130,nm4304362,nm6923150","nm1232901,nm1883159,nm3034666"
tt21154428,My Name Is Alfred Hitchcock,My Name Is Alfred Hitchcock,2022,120,Documentary,nm0184108,nm0184108,6.6,576,,,nm0033683
tt21156390,The Starling Girl,The Starling Girl,2023,117,Drama,nm2137998,nm2137998,6.7,3653,"nm5730649,nm0801051,nm3641002,nm14023786,nm12888179","nm7340546,nm2486357,nm10012031,nm14489104,nm13770852","nm4979264,nm5073154"
tt21160742,E.M.I,EMI,2022,123,Drama,nm12363597,"nm12363597,nm13763936",7.5,554,"nm13802577,nm0329697,nm4584689,nm6697627,nm4236361,nm13805215","nm9648062,nm7792273,nm8223791",nm15776357
tt2118669,Labyrinth,Labirent,2011,123,"Action,Drama,Thriller",nm1376035,nm1376035,6.8,2485,"nm1731801,nm3665668,nm1727502,nm0082189,nm2443020,nm0877747,nm1778557,nm1938148","nm0191786,nm1699370","nm4248472,nm1344793,nm1344802,nm1376035"
tt21187542,Table for Six,Faan hei gong sum,2022,117,"Comedy,Drama,Romance",nm1125509,nm1125509,6.9,1386,"nm0938990,nm3518961,nm4277404,nm1591434,nm10704645,nm4102761","nm1413739,nm3807369,nm8602248,nm7184245","nm11376466,nm0465067,nm1882903"
tt21190556,You Can Call Me Bill,William Shatner: You Can Call Me Bill,2023,96,"Biography,Documentary",nm1465431,nm1465431,6.7,573,nm14213220,,"nm8791761,nm1099780"
tt21192142,All of Us Strangers,All of Us Strangers,2023,105,"Drama,Romance",nm0354091,"nm0354091,nm0945271",7.6,75852,"nm0778831,nm8958770,nm15211024,nm0068260,nm11432775,nm14386376,nm10075107,nm6866625","nm2946516,nm12976394","nm0110357,nm0194446,nm2773572"
tt21193010,The Hammer,The Hammer,2023,85,"Biography,Crime,Drama",nm0066580,"nm1288966,nm0325494",6.7,1899,"nm0513010,nm0149942,nm3141458,nm1363452,nm7382882","nm0005207,nm8369788,nm0676292,nm1705724,nm5418889",nm0820412
tt2119463,Let the Fire Burn,Let the Fire Burn,2013,88,"Documentary,History",nm3478750,\N,7.8,1502,,,nm3478750
tt2119532,Hacksaw Ridge,Hacksaw Ridge,2016,139,"Biography,Drama,History",nm0000154,"nm0770938,nm0460795",8.1,661543,"nm1940449,nm0941777,nm3478396,nm1372922,nm5681790,nm5490799,nm7779500,nm7737266,nm0525281",nm1954240,"nm0070822,nm0192984,nm0202704,nm4207924"
tt2120152,The Invisible War,The Invisible War,2012,93,"Crime,Documentary",nm0225269,"nm0225269,nm0463039,nm0089926",7.6,7434,,,"nm2527101,nm0463039"
tt2120779,Jason Becker: Not Dead Yet,Jason Becker: Not Dead Yet,2012,87,"Biography,Documentary,Music",nm2073620,nm2073620,8.0,1249,,,nm2073620
tt21213174,Merkel,Merkel,2022,95,"Biography,Documentary",nm0916560,nm0916560,7.0,775,,,"nm1410710,nm3231933,nm3223424,nm0916560"
tt2121382,Force Majeure,Turist,2014,120,"Comedy,Drama",nm1128037,nm1128037,7.2,71756,"nm1090326,nm6425837,nm1970465,nm1227232,nm7012830,nm7012831","nm2966840,nm6425836,nm3270271,nm0617110","nm3763816,nm0090350,nm1615036,nm2142125"
tt21215388,Remembering Gene Wilder,Remembering Gene Wilder,2023,92,"Biography,Documentary",nm0291076,nm1014024,7.8,3591,,,
tt21221386,Secret Mall Apartment,Secret Mall Apartment,2024,92,Documentary,nm0941467,\N,7.2,859,"nm13898390,nm11788113",nm16022589,"nm0816681,nm0941467"
tt21223140,Dead Line,Dead Line,2023,124,Thriller,nm13823564,nm13823564,7.7,1561,"nm13823565,nm13823566,nm13823567,nm13823568,nm13823569,nm13823570,nm13823571","nm11851027,nm13367558",nm13823572
tt21223380,Doraemon the Movie: Nobita's Sky Utopia,Eiga Doraemon: Nobita to Sora no Utopia,2023,107,"Adventure,Animation,Comedy",nm13823797,"nm0297742,nm2354908",6.8,1635,"nm0782840,nm1878161,nm0411009","nm1778686,nm1874163,nm0435358,nm2413449,nm6779248,nm2137792,nm2095800","nm12473034,nm12940368,nm12473033"
tt21224854,Agent of Happiness,Agent of Happiness,2024,93,Documentary,"nm9338360,nm6942818","nm9338360,nm6942818",7.2,1301,,,"nm9338360,nm6039167,nm5590268"
tt21226152,Sermon to the Fish,Baliqlara xütbe,2022,89,"Drama,War",nm10196665,"nm10196665,nm13827067",7.7,3756,"nm10196666,nm10196667",nm11221158,"nm10196673,nm10196665,nm1196161"
tt21227108,Fairytale,Skazka,2022,78,"Animation,Fantasy",nm0812546,nm0812546,6.6,747,"nm14818516,nm13824677,nm13824678,nm13824679,nm0557799,nm13824676,nm0317119,nm13824680",,nm9228940
tt21227238,I Have Electric Dreams,Tengo sueños eléctricos,2022,102,Drama,nm6007810,nm6007810,6.7,1235,"nm10139212,nm13824712,nm13824712,nm14967357","nm13824711,nm2277627,nm14967352,nm14967353,nm14967354,nm14967355,nm14967356","nm2160922,nm2113336"
tt21230074,Safe Place,Sigurno mjesto,2022,103,Drama,nm1980584,nm1980584,7.2,1855,"nm1980584,nm3537675,nm1159400,nm1201765,nm1375823,nm2838364","nm1022214,nm14442451,nm0954490,nm0084423",nm6100903
tt2123129,3,3,2012,145,"Drama,Mystery,Romance",nm1957070,"nm15569968,nm1957070",7.4,7083,"nm1333687,nm0694893,nm4792434,nm4698683,nm5097020","nm1599046,nm0080228,nm0737513,nm5611907,nm11616352","nm15569968,nm15569969,nm1011997"
tt21232992,Theater Camp,Theater Camp,2023,92,Comedy,"nm1094137,nm3925146","nm5687643,nm1094137,nm3925146,nm4805317",6.9,19195,"nm4805317,nm5687643,nm5555161,nm1052534,nm6337477","nm1094137,nm0000715,nm8731249,nm0781238,nm8773928","nm1819990,nm0270549,nm0002071,nm5687643"
tt21238288,Palthu Janwar,Palthu Janwar,2022,117,"Comedy,Drama",nm10444978,"nm13829975,nm11706855",6.7,2990,"nm7243877,nm1428724,nm1434372,nm4584004,nm1432578,nm13843795,nm5425786,nm5453661","nm10825430,nm12371412","nm1335704,nm4584004,nm4544331"
tt2124189,The Revelation of the Pyramids,La révélation des pyramides,2010,106,Documentary,nm1919812,"nm4856339,nm1919812,nm4856328",7.7,1867,"nm0004051,nm0004051",nm0215924,nm4856328
tt21247172,Bad Faith,Bad Faith: Christian Nationalism's Unholy War on Democracy,2024,89,Documentary,"nm0880302,nm5755345","nm13809706,nm6227709,nm5755345,nm0880302",7.4,1540,,,nm0880302
tt2124803,How to Survive a Plague,How to Survive a Plague,2012,110,"Documentary,History,News",nm0289800,"nm0289800,nm0725063,nm2398815,nm0649165,nm1321547,nm0935829",7.6,4503,,,"nm0289800,nm0314971"
tt21248674,Dheera,Dheera,2024,123,"Action,Thriller",nm13834891,nm13834891,7.9,1329,"nm11072910,nm3074168,nm1210026,nm9870185,nm7188724,nm9690487,nm7550166,nm14945688","nm10709438,nm10484251","nm11072910,nm11072918"
tt2124908,Shut Up and Play the Hits,Shut Up and Play the Hits,2012,108,"Documentary,Music","nm3756719,nm3745191",\N,7.3,2940,,,"nm1964434,nm4795314,nm3170355"
tt21249176,A Road to a Village,A Road to a Village,2023,106,Drama,nm1451399,"nm13835169,nm1451399",7.3,814,"nm4741033,nm9837174,nm13830674,nm15404830,nm15404831",nm9827992,nm13835170
tt2124998,We're Not Broke,We're Not Broke,2012,81,Documentary,"nm1384255,nm1385389","nm1384255,nm1385389",7.2,553,,,"nm1384255,nm1385389"
tt2125423,5 Broken Cameras,Five Broken Cameras,2011,94,"Documentary,War","nm4796818,nm1519079",nm1519079,7.9,7077,,,"nm4796818,nm1519079"
