tconst,primaryTitle,originalTitle,startYear,runtimeMinutes,genres,directors,writers,averageRating,numVotes,actor,actress,producer
tt0102137,I Can No Longer Hear the Guitar,J'entends plus la guitare,1991,98,Drama,nm0308042,"nm0158967,nm0308042,nm0333069",6.9,551,"nm0753666,nm0171811,nm0605429,nm0759013","nm0824373,nm0674701,nm0842918,nm0342393,nm0087758,nm0099555","nm0657232,nm0890998"
tt0102138,JFK,JFK,1991,189,"Drama,History,Thriller",nm0000231,"nm0308426,nm0550285,nm0000231,nm0804466",8.0,179636,"nm0000126,nm0000198,nm0000493,nm0000527,nm0708260,nm0846507,nm0503266,nm0715698","nm0000476,nm0267141","nm0457715,nm0000231"
tt0102141,Jacquot of Nantes,Jacquot de Nantes,1991,118,"Biography,Comedy,Drama",nm0889513,"nm0889513,nm0218840",7.7,2250,"nm0549508,nm0431040,nm0598361,nm0239345,nm0216476,nm0042997,nm0076292","nm0212159,nm0691860,nm0072225",
tt0102159,Operation Scorpio,Kit ji jin si,1992,99,"Action,Comedy",nm0481681,"nm0150825,nm0525335,nm0938944",6.9,714,"nm0157759,nm0514906,nm3522241,nm0157741,nm0490610,nm0628756,nm0393063,nm1280008,nm1280008,nm4790104",nm0516240,"nm0151072,nm0005033"
tt0102164,Johnny Stecchino,Johnny Stecchino,1991,102,"Comedy,Crime,Romance",nm0000905,"nm0000905,nm0148437",7.2,12210,"nm0000905,nm0000905,nm0093678,nm0901763,nm0546515,nm0768818,nm0211448,nm0096613,nm0133082","nm0000971,nm0739668","nm0147601,nm0147603"
tt0102175,Jungle Fever,Jungle Fever,1991,132,"Drama,Romance",nm0000490,nm0000490,6.6,20821,"nm0000648,nm0000490,nm0001115,nm0000168,nm0001806,nm0898634,nm0000063","nm0001711,nm0002039,nm0571188",nm0000490
tt0102181,Kafka,Kafka,1991,98,"Drama,Mystery,Sci-Fi",nm0001752,nm0229644,6.8,11031,"nm0000460,nm0001297,nm0000453,nm0469103,nm0000090,nm0000027,nm0323093,nm0020717,nm0564402",nm0000622,"nm0071461,nm0180366"
tt0102190,Karniggels,Karniggels,1991,94,Comedy,"nm0118345,nm0896856","nm0118345,nm0796863",6.8,547,"nm0480487,nm0622581,nm0008444,nm0022947,nm0058486","nm0433465,nm0123984,nm0076794,nm0127177,nm0117312",nm0092497
tt0102223,Kit Kat,El-Kit Kat,1991,129,"Comedy,Drama,Romance",nm0008150,"nm0008150,nm3719264,nm9618225",8.3,3058,"nm0008124,nm0609833,nm0252847,nm1759030,nm3654499,nm15445846","nm1007956,nm0729780,nm1935108,nm1935108,nm1933050",nm0435943
tt0102234,The Smoke,Kour,1991,89,"Comedy,Musical",nm0903438,"nm0875718,nm0324691,nm3533206",7.4,734,"nm0806259,nm0120906,nm0127489,nm0190821,nm0244612,nm0994148,nm0003094,nm0284311,nm3584949",nm0954157,
tt0102237,Kroll,Kroll,1991,101,"Action,Drama",nm0664582,nm0664582,6.8,1374,"nm0523821,nm0511277,nm0466119,nm0668640,nm0468959,nm0844418,nm0523820","nm0119782,nm1124153,nm0413060",nm0532702
tt0102250,L.A. Story,L.A. Story,1991,95,"Comedy,Drama,Fantasy",nm0413875,nm0000188,6.7,35619,"nm0000188,nm0001290,nm0001629,nm0573481,nm0001772,nm0023777","nm0005481,nm0000572,nm0000447,nm0286759","nm0578176,nm0705136"
tt0102258,Lamhe,Lamhe,1991,187,"Drama,Musical,Romance",nm0007181,"nm0409790,nm0713592",7.2,3357,"nm0438463,nm0451600,nm0539490,nm0864607,nm1275889","nm0004437,nm0716851,nm1277297,nm0038023,nm0592791",nm0007181
tt0102266,The Last Boy Scout,The Last Boy Scout,1991,105,"Action,Comedy,Crime",nm0001716,"nm0000948,nm0382855",7.0,118780,"nm0000246,nm0001834,nm0932244,nm0624510,nm0569226,nm0229200,nm0167649","nm0001210,nm0364583,nm0000932","nm0506546,nm0005428"
tt0102288,Let Him Have It,Let Him Have It,1991,115,"Crime,Drama,History",nm0575389,"nm0701031,nm0905498",7.1,3977,"nm0183822,nm0001172,nm0248343,nm0877475,nm0629415,nm0907580,nm0817112,nm0362570","nm0040586,nm0248344","nm0736312,nm0912682"
tt0102293,Riki-Oh: The Story of Ricky,Lik wong,1991,91,"Action,Comedy,Crime",nm0482670,"nm1834353,nm1618302,nm0482670",7.0,16281,"nm0266658,nm0266652,nm0387322,nm3140822,nm0150987,nm2768059,nm0157741,nm0155264,nm0477231",nm0960013,"nm0159438,nm1008137"
tt0102307,Light Sleeper,Light Sleeper,1992,103,"Crime,Drama",nm0001707,nm0001707,6.9,10999,"nm0000353,nm0166359,nm0001255,nm0412955,nm0161970,nm0005377","nm0000215,nm0001127,nm0002148,nm0011038",nm0718458
tt0102316,Little Man Tate,Little Man Tate,1991,99,Drama,nm0000149,nm0291082,6.6,17460,"nm0002123,nm0496778,nm0795740,nm0497940,nm0001383","nm0000149,nm0001848,nm0922927,nm0888503,nm0000529","nm0707475,nm0748784"
tt0102358,Lune froide,Lune froide,1991,92,Drama,nm0099084,"nm0077449,nm0099084,nm0001977",6.7,506,"nm0836681,nm0099084,nm0084360,nm0087141,nm0144413,nm0171993","nm0208850,nm0208850,nm0269359,nm0208308,nm0208308,nm0638179","nm0000108,nm0553456"
tt0102368,Madame Bovary,Madame Bovary,1991,143,"Drama,Romance",nm0001031,"nm0281306,nm0001031",6.6,4826,"nm0050983,nm0539022,nm0946179,nm0069711,nm0561287,nm0316435,nm0099338","nm0001376,nm0590996,nm0133135",nm0439767
tt0102388,The Man in the Moon,The Man in the Moon,1991,99,"Drama,Romance",nm0612322,nm0935053,7.2,21075,"nm0001832,nm0518715,nm0593841,nm0113536,nm0504822","nm0002128,nm0834373,nm0000702,nm0912195,nm0074432",nm0041932
tt0102421,Mother,Mayrig,1991,157,Drama,nm0894577,nm0894577,7.5,3758,"nm0001725,nm0626158,nm0006939,nm0183222,nm0690551,nm0785775,nm0042848","nm0001012,nm0746022,nm0755652",nm0069893
tt0102426,Mediterraneo,Mediterraneo,1991,96,"Comedy,Drama,War",nm0759368,nm0599291,7.4,17436,"nm0007746,nm0081702,nm0147794,nm0084241,nm0016642,nm0176401,nm0227703,nm0592242,nm0600102",nm0053161,"nm0075706,nm0147601,nm0147603,nm0591184"
tt0102428,Meeting Venus,Meeting Venus,1991,119,"Comedy,Drama,Romance",nm0843640,"nm0843640,nm0386694",6.6,1482,"nm0034390,nm0464239,nm0353320,nm0405928,nm0066777,nm0499314","nm0000335,nm0853490,nm0576737,nm1210854",nm0701298
tt0102439,The Suspended Step of the Stork,To meteoro vima tou pelargou,1991,143,"Drama,Romance",nm0000766,"nm0000766,nm0346096,nm0548316,nm0634475,nm0885407",7.5,3075,"nm0000052,nm0139711,nm0517769,nm0100501,nm0693611,nm0804105,nm0032161,nm0757158","nm0603402,nm0160762","nm0000766,nm0702455"
tt0102443,A Midnight Clear,A Midnight Clear,1992,108,"Drama,War",nm0330360,"nm0923607,nm0330360",7.1,10439,"nm0000916,nm0001143,nm0343325,nm0000160,nm0000641,nm0001844,nm0001525,nm0430829,nm0421397,nm0523142",,"nm0096115,nm0689645"
tt0102456,Mississippi Masala,Mississippi Masala,1991,118,"Drama,Romance",nm0619762,nm0850247,6.8,7151,"nm0000243,nm0786022,nm0001165,nm0784171,nm0159529,nm0324843,nm0012881,nm0920446","nm0002004,nm0846616","nm0619762,nm0637602"
tt0102459,War in the Land of Egypt,Al-moaten Masry,1991,90,Drama,nm0008906,nm0953897,7.9,554,"nm0001725,nm0252583,nm1001357,nm0396069,nm5881180,nm0008127,nm8593798","nm0015636,nm1760489,nm0790060",nm15524399
tt0102467,Monster in a Box,Monster in a Box,1992,87,"Comedy,Drama",nm0112374,nm0336960,7.5,910,,,"nm0086282,nm0648990,nm0787368"
tt0102478,La mujer de Benjamín,La mujer de Benjamín,1991,90,"Comedy,Drama",nm0140196,"nm0140196,nm0651148",7.1,586,"nm0529931,nm0658760,nm0173062,nm0207392,nm0617337,nm0306718,nm0258622","nm0233632,nm0709204,nm0261228",nm0709182
tt0102492,My Girl,My Girl,1991,102,"Comedy,Drama,Family",nm0956052,nm0253214,6.9,95584,"nm0000346,nm0000101,nm0557956,nm0001162,nm0324533,nm0427504","nm0001043,nm0000130,nm0625148,nm0356284",nm0004976
tt0102494,My Own Private Idaho,My Own Private Idaho,1991,104,Drama,nm0001814,nm0001814,6.9,65929,"nm0000203,nm0000206,nm0751638,nm0724927,nm0367696,nm0662489,nm0281359","nm0143309,nm0859027,nm0951471",nm0662435
tt0102510,The Naked Gun 2½: The Smell of Fear,The Naked Gun 2½: The Smell of Fear,1991,85,"Comedy,Crime",nm0001878,"nm0000720,nm0001878,nm0958387,nm0698493",6.9,137958,"nm0000558,nm0001421,nm0001740,nm0332587,nm0341743,nm0341743,nm0416279,nm0001957,nm0640539","nm0001636,nm0111795",nm0919154
tt0102511,Naked Lunch,Naked Lunch,1991,115,"Drama,Mystery",nm0000343,"nm0123221,nm0000343",6.9,60110,"nm0000693,nm0000453,nm0001696,nm0001702,nm0132757,nm0954677,nm0798887,nm0778717","nm0001114,nm0001114,nm0580494",nm0859016
tt0102516,The Promised Heaven,Nebesa obetovannye,1991,125,"Comedy,Drama",nm0752922,"nm0022896,nm0752922",7.2,1091,"nm0300781,nm0111424,nm0059847,nm0440248,nm0627511","nm0015253,nm0901549,nm0625986,nm0348039,nm0750850","nm0155990,nm0323267"
tt0102526,New Jack City,New Jack City,1991,97,"Action,Crime,Drama",nm0005522,"nm0942870,nm0177875",6.7,41563,"nm0000648,nm0001384,nm0005300,nm0001674,nm0005522,nm0638056,nm0005568,nm0167850,nm0930279",nm0005230,"nm0413547,nm0570408"
tt0102536,Night on Earth,Night on Earth,1991,129,"Comedy,Drama",nm0000464,nm0000464,7.7,70042,"nm0778804,nm0692390,nm0000090,nm0002064,nm0091369,nm0207218","nm0000213,nm0001687,nm0266170,nm0001609",nm0000464
tt0102571,The Elementary School,Obecná skola,1991,100,"Adventure,Comedy,Drama",nm0841232,nm0006664,7.7,3445,"nm0873131,nm0006664,nm0398703,nm0895384,nm0398700","nm0755941,nm0667911,nm0464495,nm0392714,nm0804927",nm0904661
tt0102583,"Olivier, Olivier","Olivier, Olivier",1992,110,"Adventure,Crime,Drama",nm0002140,"nm0002140,nm0487697,nm0213535",7.5,1951,"nm0167388,nm0836681,nm0704322,nm0606135,nm0430856","nm0747690,nm0025694,nm0501261,nm0478453,nm0547280",nm0722052
tt0102587,Only Yesterday,Omohide poro poro,1991,119,"Animation,Drama,Romance",nm0847223,"nm0645470,nm7818935,nm0847223",7.6,41290,"nm0945839,nm0411720,nm8454835","nm0408030,nm0393365,nm0855384,nm1789205,nm0999337,nm0591639,nm17448864","nm0840699,nm5347659"
tt0102592,One False Move,One False Move,1991,105,"Crime,Drama,Thriller",nm0002083,"nm0000671,nm0258370",7.1,15945,"nm0000200,nm0000671,nm0004729,nm0582773,nm0082467,nm0320064,nm0068495,nm0402907","nm0930326,nm0930326,nm0133882","nm0064106,nm0617147"
tt0102619,The Ox,Oxen,1991,92,Drama,nm0005815,"nm16586602,nm0005815,nm0838579",7.1,1136,"nm0001745,nm0430746,nm0001884,nm0334689,nm0348965,nm0387140,nm0429808","nm0297083,nm0880521,nm0699447",nm0235389
tt0102629,"Attention, Papa Arrives!",Pappa ante Portas,1991,89,"Comedy,Family","nm0902086,nm0923058",nm0902086,7.9,6212,"nm0902086,nm0902086,nm0902086,nm0466234,nm0618166,nm0551686,nm0773271","nm0357327,nm0379258,nm0081495,nm0066759,nm0938342",nm0339657
tt0102631,Paradise,Paradise,1991,111,Drama,nm0232858,"nm0232858,nm0399464",6.7,3378,"nm0000467,nm0000704,nm0871393,nm0647785","nm0000429,nm0000301,nm0565319,nm0072126,nm0490103,nm0872755","nm0472256,nm0658404"
tt0102674,The Pistol: The Birth of a Legend,The Pistol: The Birth of a Legend,1991,90,"Biography,Drama,Sport",nm0775652,"nm0132362,nm0544951",6.8,1535,"nm0070798,nm0346811,nm0307558,nm0504534,nm0677949,nm0132362,nm1746657,nm0832141","nm0674012,nm0495766","nm3307795,nm0132362"
tt0102685,Point Break,Point Break,1991,122,"Action,Crime,Thriller",nm0000941,"nm0004488,nm0407717",7.3,220154,"nm0000664,nm0000206,nm0000997,nm0001525,nm0001457,nm0679904,nm0160541,nm0721333,nm0066480",nm0001614,"nm0009222,nm0169522,nm0506597"
tt0102693,The Yes Man,Il portaborse,1991,93,"Comedy,Drama",nm0524516,"nm0076914,nm0664760,nm0677758,nm0750048,nm0524516",7.0,928,"nm0650024,nm0604335,nm0111185,nm0321393,nm0021543,nm0134491,nm0678059,nm0059698","nm0745993,nm0768689","nm0051882,nm0053184,nm0604335"
tt0102701,Prahaar: The Final Attack,Prahaar: The Final Attack,1991,151,"Action,Crime,Drama","nm1823221,nm0007113","nm1195250,nm0007113,nm0784044",8.0,2384,"nm0007113,nm1194981,nm0849872,nm0221218,nm0693027,nm1375482","nm0438092,nm0002043,nm0219963,nm1779127",nm1193888
tt0102713,The Prince of Tides,The Prince of Tides,1991,132,"Drama,Romance",nm0000659,"nm0175852,nm0426539",6.8,20967,"nm0000560,nm0469103,nm0137506,nm0332410,nm0837976","nm0000659,nm0001100,nm0625075,nm0227039,nm0171937","nm0440140,nm0000659"
tt0102721,Proof,Proof,1991,86,"Drama,Romance",nm0602104,nm0602104,7.2,7461,"nm0915989,nm0000128,nm0907835,nm0689646,nm0390190,nm0302314","nm0682021,nm0593383,nm0692869,nm0202699",nm0396684
tt0102722,Prospero's Books,Prospero's Books,1991,124,"Drama,Fantasy",nm0000425,"nm0000636,nm0000425",6.8,6995,"nm0000024,nm0996174,nm0003508,nm0430746,nm0068552,nm0186469,nm0753314,nm0861141,nm0092592",nm0664388,nm0440413
tt0102768,Regarding Henry,Regarding Henry,1991,108,"Drama,Romance",nm0001566,nm0009190,6.7,35825,"nm0000148,nm0355112,nm0842475,nm0022883,nm0595567","nm0000906,nm0284319,nm0589182,nm0933361,nm0020845","nm0001566,nm0748784"
tt0102788,The Dumbfounded King,El rey pasmado,1991,106,"Comedy,History",nm0881919,"nm0693023,nm0868485,nm0868486",6.6,912,"nm0021835,nm0225916,nm0225921,nm0273178,nm0348741,nm0690303","nm0056686,nm0812556,nm0340317,nm0745993","nm0763269,nm0881919"
tt0102798,Robin Hood: Prince of Thieves,Robin Hood: Prince of Thieves,1991,143,"Action,Adventure,Drama",nm0721817,"nm0219720,nm0914709",6.9,219181,"nm0000126,nm0000151,nm0000225,nm0000614,nm0574540,nm0000306,nm0000699,nm0003818","nm0001512,nm0568603","nm0219720,nm0507669,nm0914709"
tt0102803,The Rocketeer,The Rocketeer,1991,108,"Action,Adventure,Family",nm0002653,"nm0828349,nm0082677,nm0210290,nm0213100",6.6,64940,"nm0001004,nm0000273,nm0001096,nm0000649,nm0642368,nm0491590,nm0359695,nm0592188,nm0491696",nm0000124,"nm0330077,nm0330379,nm0505656"
tt0102812,Roujin Z,Rôjin Z,1991,80,"Animation,Comedy,Drama",nm0457541,nm0960028,6.8,3586,"nm0644564,nm1415226,nm1917152,nm0756509,nm0031844,nm0875335,nm0854024","nm0948417,nm0766333,nm0559551","nm0443566,nm0609425,nm0634587,nm0634604"
tt0102815,Controlled Conversations,Rozmowy kontrolowane,1991,93,Comedy,nm0154827,nm0878957,7.1,1735,"nm0878957,nm0468586,nm0093872,nm0649045,nm0877010","nm0477173,nm0417923,nm0245859,nm0580979,nm0652562",
tt0102816,Center Stage,Ruan Lingyu,1991,126,"Biography,Drama,Romance",nm0477102,"nm0156994,nm0158402",7.4,3081,"nm0157747,nm0157747,nm0504899,nm0504899,nm0498429,nm0628714,nm0628714,nm0939189","nm0001041,nm0001041,nm0490500,nm0490500,nm0948112,nm0948140","nm0000329,nm0151162,nm0387337,nm0875291"
tt0102817,Rubin and Ed,Rubin and Ed,1991,82,"Comedy,Drama",nm0365408,nm0365408,7.0,2136,"nm0000417,nm0381606,nm0338867,nm0152171,nm0330538","nm0000947,nm0199834,nm0506988,nm0578906,nm0630784",nm0916986
tt0102820,Rush,Rush,1991,120,"Action,Crime,Drama",nm0005572,"nm0941948,nm0223320",6.7,10842,"nm0000574,nm0000385,nm0001611,nm0021523,nm0291107,nm0006669,nm0566936,nm0504822,nm0122036",nm0000492,nm0005573
tt0102825,Saajan,Saajan,1991,193,"Drama,Musical,Romance",nm0195934,nm0707534,7.2,8018,"nm0004569,nm0006795,nm0073426,nm0434318,nm0455454,nm0664109","nm0002043,nm0812252,nm0481363,nm0030120",nm1193888
tt0102844,Saudagar,Saudagar,1991,213,"Action,Drama,Romance",nm0007131,"nm0080432,nm0007131,nm0659238",6.7,1735,"nm0474801,nm0474801,nm0474855,nm0474855,nm0615693,nm0700869,nm0451600,nm0451383,nm0846681,nm0004109","nm0463539,nm0622732",nm0007131
tt0102851,Happy Days,Schastlivye dni,1991,86,Drama,nm0049326,"nm0049326,nm0065716",6.8,844,"nm0837744,nm0580956,nm0854233,nm0492254,nm1072620,nm0646287,nm2056551","nm0627549,nm0864335,nm0867410",nm0314516
tt0102917,The Swordsman in Double Flag Town,Shuang Qi Zhen dao ke,1991,91,"Action,Adventure,Drama",nm0372092,"nm0372092,nm0946100",7.0,666,"nm0304721,nm0955497,nm0838942,nm6568974,nm12296082",nm0151730,
tt0102926,The Silence of the Lambs,The Silence of the Lambs,1991,118,"Crime,Drama,Horror",nm0001129,"nm0365383,nm0848217",8.6,1684147,"nm0000164,nm0001277,nm0505971,nm0372217,nm0621008,nm0910145","nm0000149,nm0807548,nm0000832,nm0501435","nm0102508,nm0768324,nm0882588"
tt0102932,A Chinese Ghost Story III,Sien lui yau wan III: Dou dou dou,1991,104,"Action,Comedy,Fantasy","nm0155642,nm0007139","nm0007139,nm0844036",6.6,3242,"nm0504897,nm0156484,nm0490614,nm0490618,nm0939209,nm0801852,nm3033230","nm0939153,nm0508327,nm0490647",nm0007139
tt0102951,Soapdish,Soapdish,1991,97,"Comedy,Romance",nm0001355,"nm0363326,nm0000921",6.6,18625,"nm0000177,nm0000375,nm0424035,nm0620889,nm0158678","nm0000398,nm0001550,nm0000159,nm0000223,nm0000155","nm0340112,nm0005455"
tt0102958,Love in the Time of Hysteria,Sólo con tu pareja,1991,94,"Comedy,Romance",nm0190859,"nm0190859,nm0190860",6.8,4442,"nm0319843,nm0208898,nm0386753,nm0620368,nm0198132","nm0709216,nm0352604,nm0515065,nm0070938,nm0273442",nm0190859
tt0102975,Star Trek VI: The Undiscovered Country,Star Trek VI: The Undiscovered Country,1991,110,"Action,Adventure,Sci-Fi",nm0583292,"nm0734472,nm0000559,nm0465199,nm0742797,nm0583292,nm0282364",7.2,84243,"nm0000638,nm0000559,nm0001420,nm0001150,nm0000479,nm0001786,nm0501697","nm0629667,nm0000326,nm0926298","nm0415498,nm0003515"
tt0102982,Stinsen brinner ...filmen alltså,Stinsen brinner ...filmen alltså,1991,104,"Comedy,Musical","nm0259301,nm0259326","nm0259326,nm0259301",6.7,754,"nm0259301,nm0259326,nm0259326,nm0710129,nm0710129,nm0710129,nm0728072,nm0728072,nm0013171,nm0013171,nm0013171,nm0296093,nm0296093,nm0296093,nm0511187,nm0429709,nm0084937","nm0335175,nm0335175,nm0335175","nm0074073,nm0653221"
tt0102986,The Great Day on the Beach,Den store badedag,1991,100,"Comedy,Drama",nm0648138,"nm0279077,nm0648138,nm0804414",6.7,762,"nm0165316,nm0745159,nm0458817,nm0019244,nm0510344,nm0630800","nm0348140,nm0517870,nm0738231,nm0769982",nm0618007
tt0103030,High Heels,Tacones lejanos,1991,112,"Comedy,Drama,Romance",nm0000264,nm0000264,7.0,18489,"nm0098395,nm0098395,nm0098395,nm0040545,nm0246449,nm0555260","nm0000721,nm0004650,nm0515440,nm0642902,nm0545899,nm0026097",
tt0103042,The Tank Battalion,Tankový prapor,1991,83,Comedy,nm0647429,"nm0424220,nm0647429,nm0804992",6.6,561,"nm0882972,nm0803835,nm0417407,nm0233109,nm1189926,nm0953822,nm0958069","nm0161616,nm0892509,nm0010602",
tt0103044,Prison on Fire II,Gam yuk fung wan II: To fan,1991,109,"Crime,Drama,Thriller",nm0482681,nm0620609,6.7,1563,"nm0000334,nm0150844,nm0150844,nm0875275,nm0939209,nm0393063,nm0628734,nm0910729,nm0156558,nm1276471",nm0950521,nm0298696
tt0103045,Fight Back to School,To hok wai lung,1991,100,"Action,Comedy,Crime",nm0150906,"nm0150906,nm0938944",7.0,5251,"nm0159507,nm0628806,nm0156558,nm0938994,nm0939065,nm0938944,nm0150862,nm4006863","nm0156522,nm0950738",nm0939147
tt0103064,Terminator 2: Judgment Day,Terminator 2: Judgment Day,1991,137,"Action,Adventure,Sci-Fi",nm0000116,"nm0000116,nm0936537",8.6,1263558,"nm0000216,nm0000411,nm0001598,nm0091286,nm0608012,nm0346003,nm0177528","nm0000157,nm0580924,nm0001280",nm0000116
tt0103074,Thelma & Louise,Thelma & Louise,1991,130,"Adventure,Crime,Drama",nm0000631,nm0451884,7.6,188978,"nm0000172,nm0000514,nm0001520,nm0864997,nm0000093,nm0137114,nm0000892","nm0000215,nm0000133,nm0421087","nm0689316,nm0000631"
tt0103105,Toto the Hero,Toto le héros,1991,91,"Comedy,Drama,Fantasy",nm0233757,"nm0210533,nm0519533,nm0233757,nm0889158",7.4,6643,"nm0099677,nm0099677,nm0207197,nm0323943,nm0127018,nm0732220,nm0273129,nm0365631","nm0674701,nm0674701,nm0880187,nm0087207","nm0311012,nm0006391"
tt0103110,Tous les matins du monde,Tous les matins du monde,1991,115,"Biography,Drama,History",nm0006734,"nm0703538,nm0006734",7.5,8339,"nm0000367,nm0547339,nm0220016,nm0099677,nm0237835,nm0309036,nm0483418,nm0688530","nm0110507,nm0724916",nm0515201
tt0103112,Toy Soldiers,Toy Soldiers,1991,111,"Action,Drama,Thriller",nm0677943,"nm0448388,nm0677943,nm0462895",6.6,27043,"nm0000276,nm0000696,nm0176861,nm0228678,nm0000388,nm0011199,nm0001186,nm0001283,nm0673497,nm0751470",,"nm0293190,nm0380977,nm0931917"
tt0103135,Assassin of the Tsar,Tsareubiytsa,1991,104,"Drama,History",nm0787668,"nm0097180,nm0787668",6.8,1070,"nm0000532,nm0000532,nm0946160,nm0946160,nm0246150,nm0792758,nm0781711","nm0699673,nm0031468,nm0538254,nm0472666,nm0855492","nm0310709,nm0806106,nm0906558"
tt0103168,Une époque formidable...,Une époque formidable...,1991,96,"Comedy,Drama",nm0432040,"nm0432040,nm0519969",6.7,1481,"nm0432040,nm0092184,nm0390458,nm0087141,nm0650849,nm0695309,nm0363257","nm0000721,nm0494391,nm0876942",
tt0103176,Close to Eden,Urga,1991,119,"Adventure,Drama,Romance",nm0586482,"nm0406534,nm0586482",7.5,4036,"nm0062876,nm0331724,nm0052629,nm0052629,nm0943378,nm0910840,nm0052610,nm0890436","nm0046006,nm0052618,nm1831520",nm0786733
tt0103186,Cows,Vacas,1992,96,"Drama,Mystery,Romance",nm0575523,"nm0311132,nm0575523",7.1,4059,"nm0351029,nm0351029,nm0351029,nm0253216,nm0253216,nm0087687,nm0881561,nm0881561,nm0306386","nm0840772,nm0868479,nm0046162,nm0054224,nm0844824",
tt0103190,Van Gogh,Van Gogh,1991,158,"Biography,Drama,Romance",nm0681207,nm0681207,7.1,3517,"nm0244850,nm0494204,nm0845393,nm0896334","nm0518666,nm0099826,nm0959113,nm0044529,nm0053246,nm0239980","nm0001945,nm0974269,nm5406404,nm14961708"
tt0103218,"Vivat, gardemariny!","Vivat, gardemariny!",1991,140,"Adventure,History,Romance",nm0238679,"nm0238679,nm0619330,nm0815151",6.6,781,"nm0451422,nm0955671,nm0541018,nm0585912,nm0101614,nm0124780,nm0815324","nm0228493,nm0649387,nm0348558",
tt0103223,To Want to Fly,Volere volare,1991,94,"Comedy,Fantasy","nm0544306,nm0629309","nm0629309,nm0544306,nm0320081,nm0584945,nm1220672",6.7,950,"nm0629309,nm0746301,nm0719018,nm0336386,nm0336385,nm0769237,nm0764936,nm0759446","nm0278329,nm0884335","nm0147601,nm0147603,nm0224265"
tt0103241,What About Bob?,What About Bob?,1991,99,Comedy,nm0000568,"nm0765091,nm0957205,nm0776114",7.0,78012,"nm0000195,nm0000377,nm0001432,nm0017651,nm0100911,nm0714753","nm0353546,nm0002062,nm0932473,nm0109329",nm0957205
tt0103247,White Fang,White Fang,1991,107,"Adventure,Drama,Family",nm0459170,"nm0518711,nm0742236,nm0857904,nm0266409",6.7,23812,"nm0000160,nm0001970,nm1058600,nm0001025,nm0001664,nm0608405,nm0950275,nm0767362,nm0396214",nm0389623,nm0694230
tt0103262,Wild Hearts Can't Be Broken,Wild Hearts Can't Be Broken,1991,88,"Drama,Family,Romance",nm0591171,"nm0931285,nm0766020",7.2,6290,"nm0001706,nm0731772,nm0476378,nm0719982","nm0000270,nm0948723,nm0040334,nm0635557,nm0172500,nm0371005",nm0931285
tt0103282,A Woman's Tale,A Woman's Tale,1991,93,Drama,nm0185187,"nm0185187,nm0225317",7.1,532,"nm0443367,nm0371824,nm0336613,nm0616982,nm0579595,nm0076224,nm0045445","nm0282630,nm0229838,nm0940725","nm0185187,nm0619668"
tt0103285,Once Upon a Time in China,Wong Fei Hung,1991,134,Action,nm0007139,"nm0007139,nm0950699,nm0504935,nm0849283",7.2,21071,"nm0001472,nm0950707,nm0156484,nm0155587,nm0950736,nm0945188,nm0490614,nm0943138,nm1242526",nm0263851,nm0007139
tt0103292,Lee Rock,Ng yee taam jeung Lui Lok juen: Lui lo foo,1991,128,"Crime,Drama",nm0013828,nm0151013,7.0,937,"nm0490489,nm0628806,nm0157971,nm0477071,nm0151155,nm0526695,nm0862875","nm0156522,nm0946873,nm0848383",nm0939147
tt0103295,Swordsman II,Siu ngo gong woo: Dung Fong Bat Bai,1992,112,"Action,Comedy,Fantasy",nm0155642,"nm0149222,nm0150909,nm0849283,nm0007139",7.1,5099,"nm0001472,nm0498429,nm0157759,nm0945188,nm0490614","nm0510857,nm0718348,nm0263851,nm0950546,nm0950722",nm0007139
tt0103316,Yumeji,Yumeji,1991,128,Drama,nm0840671,nm0849099,6.9,827,"nm0767984,nm0367926,nm0549457,nm0361757","nm0548158,nm1185736,nm0386420,nm1073348,nm0948263,nm0644856",
tt0103328,Tricky Brains,Jing goo juen ga,1991,110,"Comedy,Romance",nm0939147,nm0939147,7.0,3269,"nm0159507,nm0159507,nm0490489,nm0628806,nm0498429,nm0939147,nm0510935,nm0157395","nm0263851,nm0946873,nm0618513",nm0381858
tt0103337,Zombie and the Ghost Train,Zombie ja Kummitusjuna,1991,88,"Comedy,Drama,Music",nm0442455,"nm0433520,nm0442455,nm0672394",7.2,1205,"nm0784661,nm0671231,nm0631112,nm0433520,nm0885417,nm0838928,nm0638992,nm0351855","nm0500486,nm0754379",nm0442455
tt0103595,1991: The Year Punk Broke,1991: The Year Punk Broke,1992,99,"Documentary,History,Music",nm0416414,\N,7.3,1663,nm1019247,,
tt0103601,"588, rue Paradis","588, rue Paradis",1992,130,Drama,nm0894577,nm0894577,6.9,2115,"nm0006939,nm0001725,nm0626158,nm0898317","nm0746022,nm0001012,nm0068843,nm0755652,nm0951456,nm0427262",nm0069893
tt0103616,The Accompanist,L'accompagnatrice,1992,102,"Drama,Music,Romance",nm0002218,"nm0002218,nm0126898,nm0073337",6.9,1063,"nm0092184,nm0479355,nm0711492,nm0894302,nm0723623,nm0239512,nm0109762","nm0755894,nm0001960,nm0096501",nm0515201
tt0103634,Aileen Wuornos: The Selling of a Serial Killer,Aileen Wuornos: The Selling of a Serial Killer,1992,87,"Crime,Documentary",nm0112374,nm0112374,6.9,3186,,,nm0112374
