tconst,primaryTitle,originalTitle,startYear,runtimeMinutes,genres,directors,writers,averageRating,numVotes
tt1748122,Moonrise Kingdom,Moonrise Kingdom,2012,94,"Adventure,Comedy,Drama",nm0027572,"nm0027572,nm0178910",7.8,379365
tt1748278,Scabbard Samurai,Saya-zamurai,2010,103,"Comedy,Drama",nm1035719,"nm1035719,nm2600491,nm1441714,nm2878056,nm4132102,nm1845443",6.8,1236
tt17491616,Kingmaker,Kingmeikeo,2022,123,"Drama,History",nm2604863,"nm13338249,nm2604863",6.8,922
tt17495832,Laura Pausini: Pleasure to Meet You,Laura Pausini - Piacere di conoscerti,2022,81,Documentary,nm0182891,"nm0182891,nm0708196",6.7,694
tt17497250,Perfect Strangers,Perfect Strangers,2022,125,"Comedy,Drama,Thriller",nm1266812,"nm3015321,nm0002645,nm0182499,nm0712330,nm2601560,nm3798121",7.4,897
tt17505010,Horizon: An American Saga - Chapter 1,Horizon: An American Saga - Chapter 1,2024,181,"Drama,Western",nm0000126,"nm11202073,nm0000126,nm0440461",6.6,43590
tt17508126,Narai Ezhuthum Suyasaritham,Narai Ezhuthum Suyasaritham,2022,82,Drama,nm8904193,nm8904193,7.6,515
tt17511190,Facing Nolan,Facing Nolan,2022,102,"Biography,Documentary,Sport",nm2288814,nm2288814,7.9,2076
tt17514144,3E,3E,2022,110,"Crime,Drama,Thriller",nm6905889,nm6905889,8.0,1235
tt17526714,The Substance,The Substance,2024,141,"Drama,Horror,Sci-Fi",nm0267287,nm0267287,7.2,366414
tt17527468,Bottoms,Bottoms,2023,91,Comedy,nm7681231,"nm7681231,nm6976735",6.7,55019
tt1753383,A Dog's Purpose,A Dog's Purpose,2017,100,"Adventure,Comedy,Drama",nm0002120,"nm1240326,nm0585243,nm0920108,nm0285379,nm0938645",7.3,85042
tt1753549,Buck,Buck,2011,88,Documentary,nm4137350,\N,7.6,3500
tt1753722,Two Rabbits,2 Coelhos,2012,101,"Action,Crime,Drama",nm4139472,nm4139472,7.3,5681
tt1753729,Doraleous and Associates,Doraleous and Associates,2010,100,Animation,nm0873051,"nm2410776,nm1751917,nm1661064,nm0774243,nm0873051",9.1,541
tt1753789,Erratum,Erratum,2010,95,Drama,nm1274194,nm1274194,6.7,578
tt1753846,The Iran Job,The Iran Job,2012,90,"Documentary,Sport",nm0770277,nm0770277,7.2,634
tt1753887,Come as You Are,Hasta la vista,2011,115,"Comedy,Drama",nm0258172,"nm0208051,nm4157089,nm1066773",7.3,7956
tt1754078,Las Acacias,Las acacias,2011,82,Drama,nm0313652,"nm0313652,nm0741834",6.9,2533
tt1754109,Les Misérables in Concert: The 25th Anniversary,Les Misérables in Concert: The 25th Anniversary,2010,178,"Drama,Musical","nm0606835,nm4711112,nm5488807","nm0098842,nm0774744,nm0401076,nm0622172,nm1955536",8.8,6737
tt1754123,The Butcher of Prague,Lidice,2011,126,"Drama,History,War",nm0631791,"nm0537004,nm0625080",6.8,1621
tt1754320,Operation Shmenti Capelli,Operation Shmenti Capelli,2011,115,Comedy,nm2329969,nm4143926,7.2,1360
tt1754392,Rabat,Rabat,2011,102,"Drama,Thriller","nm4114638,nm2165987","nm4114638,nm2165987",7.1,2376
tt1754656,The Little Prince,Le petit prince,2015,108,"Adventure,Animation,Comedy",nm0651706,"nm0109267,nm2130108,nm0756686",7.6,70425
tt1754795,You Will Be My Son,Tu seras mon fils,2011,102,"Drama,Thriller",nm0499448,"nm0499448,nm3627727,nm4580955",6.9,1219
tt1754853,Waiting for Lightning,Waiting for Lightning,2012,96,Documentary,nm0742230,nm3291856,7.3,727
tt1754866,Wedding Dress,We-ding-deu-re-seu,2010,109,Drama,nm1040588,nm5587369,7.5,872
tt1754920,Yeh Saali Zindagi,Yeh Saali Zindagi,2011,130,"Crime,Drama,Thriller",nm0592803,"nm2286188,nm0592803",7.4,4840
tt1756384,The Exam,A vizsga,2011,89,"Drama,History,Thriller",nm1439333,nm2146818,7.3,2470
tt1756476,Dookudu,Dookudu,2011,170,"Action,Comedy,Drama",nm1626425,"nm2022987,nm1626425,nm0893128,nm1892316",7.4,14736
tt1756529,Get Lamp,Get Lamp,2010,78,Documentary,nm1926421,nm1926421,6.6,1817
tt1756595,The Giants,Les géants,2011,84,"Adventure,Drama",nm0099521,"nm2043774,nm0099521",6.6,1956
tt1756692,Querida voy a comprar cigarrillos y vuelvo,Querida voy a comprar cigarrillos y vuelvo,2011,80,"Comedy,Drama,Fantasy","nm1286935,nm1287124","nm1286935,nm3321995,nm1287124,nm1892495",6.7,771
tt1756750,Starbuck,Starbuck,2011,109,"Comedy,Drama,Romance",nm0779433,"nm0779433,nm0677587",7.2,17385
tt1757678,Avatar: Fire and Ash,Avatar: Fire and Ash,2025,195,"Action,Adventure,Fantasy",nm0000116,"nm0000116,nm0415425,nm0798646,nm0295264,nm0004307",7.3,899
tt1757772,Jackie,Jackie,2010,126,"Action,Comedy",nm4148549,nm4148549,7.5,2049
tt1757800,Mitt,Mitt,2014,94,"Biography,Documentary,Family",nm1789501,nm1789501,6.8,2704
tt1757939,¡Vivan las antípodas!,¡Vivan las antípodas!,2011,108,Documentary,nm0467285,\N,7.2,744
tt1757940,The Jackal,Çakal,2010,86,"Crime,Drama",nm4148339,nm1857023,6.6,1862
tt1758576,Bombay Beach,Bombay Beach,2011,80,"Documentary,Drama,Musical",nm2776774,\N,7.0,1447
tt1758610,Unconditional,Unconditional,2012,92,"Biography,Crime,Drama",nm3634546,nm3634546,7.0,5082
tt1758692,Like Crazy,Like Crazy,2011,86,"Drama,Romance",nm2035886,"nm2035886,nm1726378",6.6,64328
tt17592606,Daman,DAMaN,2022,121,"Adventure,Drama","nm9070209,nm9070213","nm9070209,nm9070213",8.6,14195
tt1759682,The Loving Story,The Loving Story,2011,77,"Documentary,Drama,History",nm1799233,"nm1799233,nm4156850",7.7,996
tt1759690,Nefarious: Merchant of Souls,Nefarious: Merchant of Souls,2011,96,Documentary,"nm4150494,nm2670281",nm4150494,7.3,560
tt17597510,Line of Fire,De vuurlinie,2023,120,"Drama,War",nm0004152,"nm3374818,nm0937770,nm0886898",6.8,1498
tt1760956,"El Sicario, Room 164","El Sicario, Room 164",2010,80,"Crime,Documentary",nm0742941,nm2738489,7.1,1047
tt1760967,Ill Manors,Ill Manors,2012,121,"Crime,Drama,Music",nm2304008,nm2304008,7.1,11526
tt1762233,Enchanted Kingdom,Enchanted Kingdom 3D,2014,87,Documentary,"nm1171418,nm0631473",\N,7.5,860
tt1762300,One Life,One Life,2011,85,"Documentary,Family","nm0348410,nm2280670","nm0348410,nm2280670",7.9,2787
tt1763194,Blood in the Mobile,Blood in the Mobile,2010,83,Documentary,nm1482109,\N,7.1,513
tt17632818,Kooman,Kooman,2022,153,"Drama,Mystery,Thriller",nm2572228,nm12734955,7.3,4862
tt1763303,The First Time,The First Time,2012,95,"Comedy,Drama,Romance",nm0440459,nm0440459,6.8,75241
tt17633184,War Sailor,Krigsseileren,2022,150,"Drama,War",nm0897243,nm0897243,7.3,4432
tt17634494,The Red Point of Marriage,Noktah Merah Perkawinan,2022,119,"Drama,Romance",nm9757610,"nm1907447,nm9757610",7.8,872
tt1764141,Cairo 678,678,2010,100,Drama,nm2559996,nm2559996,7.4,4983
tt1764183,Arbitrage,Arbitrage,2012,107,"Drama,Thriller",nm1906430,nm1906430,6.6,57056
tt1764275,The Deep,Djúpið,2012,95,"Action,Drama",nm0466349,"nm4852341,nm0466349",6.6,5988
tt1764651,The Expendables 2,The Expendables 2,2012,103,"Action,Adventure,Thriller",nm0922346,"nm0921013,nm0000230,nm0442190,nm0013234,nm1709264",6.6,332037
tt1764726,Upside Down: The Creation Records Story,Upside Down: The Creation Records Story,2010,101,"Documentary,Music",nm4158331,\N,7.2,681
tt1766044,Poslednyaya skazka Rity,Poslednyaya skazka Rity,2012,100,"Drama,Fantasy,Mystery",nm0514852,nm0514852,6.8,696
tt17660740,The Pez Outlaw,The Pez Outlaw,2022,85,"Comedy,Documentary,Family","nm2607139,nm1596623",\N,6.9,3154
tt1766085,Shut Up Little Man,Shut Up Little Man! An Audio Misadventure,2011,90,"Comedy,Documentary,Drama",nm2800579,nm2800579,6.6,1393
tt1766190,This Life,Hvidsten gruppen,2012,122,"Drama,War",nm0726870,"nm1350794,nm0441028,nm0335981",6.6,3400
tt17662096,The Kids in the Hall: Comedy Punks,The Kids in the Hall: Comedy Punks,2022,95,Documentary,nm0363094,\N,8.1,515
tt1767354,Odd Thomas,Odd Thomas,2013,97,"Comedy,Fantasy,Horror",nm0814085,"nm0814085,nm0465588",6.8,61245
tt17678010,Sheryl,Sheryl,2022,94,"Documentary,Music",nm2331256,\N,7.0,622
tt17679584,The Blue Caftan,Le bleu du caftan,2022,122,"Drama,Romance",nm5685112,"nm5685112,nm0043953",7.5,7166
tt1769363,The Giant Mechanical Man,The Giant Mechanical Man,2012,94,"Comedy,Drama,Romance",nm0456509,nm0456509,6.7,11151
tt1772250,The Hidden Face,La cara oculta,2011,97,"Drama,Mystery,Thriller",nm1223381,"nm1523747,nm1223381,nm1523568",7.3,48860
tt1772264,Stonehearst Asylum,Stonehearst Asylum,2014,112,"Drama,Horror,Mystery",nm0026442,"nm2081303,nm0000590",6.8,63864
tt1772288,Danny Collins,Danny Collins,2015,106,"Comedy,Drama,Music",nm1557594,nm1557594,7.0,34546
tt1772339,Prensesin Uykusu,Prensesin Uykusu,2010,110,"Comedy,Drama",nm1463981,nm1463981,6.7,2343
tt1772341,Wreck-It Ralph,Wreck-It Ralph,2012,101,"Adventure,Animation,Comedy",nm0601781,"nm0601781,nm1601882,nm0714114,nm1601644",7.7,489741
tt1772424,Where Do We Go Now?,Et maintenant on va où?,2011,110,"Comedy,Drama",nm1701024,"nm1701024,nm2764802,nm2125368,nm0081179",7.4,13984
tt1772925,Jiro Dreams of Sushi,Jiro Dreams of Sushi,2011,81,Documentary,nm0312173,\N,7.8,39400
tt1772947,The Invader,L'envahisseur,2011,95,"Drama,Thriller",nm1721091,"nm0311488,nm1950921,nm1721091",6.6,886
tt1773000,Identity Card,Obcanský prukaz,2010,137,"Comedy,Drama",nm0873400,"nm0418588,nm0754465",7.6,1328
tt1773015,Phas Gaye Re Obama,Phas Gaye Re Obama,2010,108,"Comedy,Crime,Drama",nm1378015,"nm1378015,nm3831027,nm1670837",7.5,6269
tt1773441,Gaalipata,Gaalipata,2008,146,"Comedy,Musical,Romance",nm1680229,nm1680229,8.3,1517
tt1773764,Ship of Theseus,Ship of Theseus,2012,140,Drama,nm1628153,"nm1628153,nm2805503,nm2803251,nm4190866",8.0,8232
tt1774438,The Punk Syndrome,Kovasikajuttu,2012,85,"Comedy,Documentary,Drama","nm1661799,nm1331070","nm1661799,nm1331070,nm1897083",7.8,1649
tt1776086,Bettie Page Reveals All,Bettie Page Reveals All,2012,101,"Biography,Documentary",nm0605266,nm1677752,7.0,1729
tt1776196,Fullmetal Alchemist: The Sacred Star of Milos,Hagane no renkinjutsushi: Mirosu no seinaru hoshi,2011,110,"Action,Adventure,Animation","nm1020249,nm2463335","nm2086079,nm3070265,nm2937719",6.8,5803
tt1776222,Kauwboy,Kauwboy,2012,81,Drama,nm2673025,"nm2673025,nm0479268",7.1,2487
tt1777034,United,United,2011,94,"Drama,History,Sport",nm1326093,nm1163823,7.3,13734
tt1777551,Bobby Fischer Against the World,Bobby Fischer Against the World,2011,93,"Biography,Documentary,History",nm0305017,\N,7.4,7573
tt1778258,Revenge: A Love Story,Fuk sau che ji sei,2010,90,"Crime,Horror,Mystery",nm1494662,"nm1494662,nm4183613,nm1474034",6.7,1842
tt1778338,The Culture High,The Culture High,2014,120,"Documentary,News",nm1622441,"nm5399131,nm1622441",8.2,3795
tt1778931,Manny,Manny,2014,88,"Biography,Documentary,Sport","nm0309382,nm4985623",\N,7.1,2386
tt1779826,Maktub,Maktub,2011,113,"Comedy,Drama",nm1184336,nm1184336,6.7,844
tt1780856,Stopped on Track,Halt auf freier Strecke,2011,110,Drama,nm0237527,"nm0237527,nm0956299",7.6,1773
tt1780862,Holy Rollers: The True Story of Card Counting Christians,Holy Rollers: The True Story of Card Counting Christians,2011,92,Documentary,nm1596623,\N,6.7,640
tt1781069,Zeitgeist: Moving Forward,Zeitgeist: Moving Forward,2011,161,Documentary,nm2879822,nm2879822,8.1,18948
tt1781769,Anna Karenina,Anna Karenina,2012,129,"Drama,Romance",nm0942504,"nm0001779,nm0866243",6.6,111242
tt1781784,Burn,Burn,2012,86,Documentary,"nm0701245,nm2198644",\N,7.3,813
tt1781827,Hands of Stone,Hands of Stone,2016,111,"Biography,Drama,Sport",nm1189755,nm1189755,6.6,18504
tt1781843,The Minister,L'exercice de l'État,2011,115,Drama,nm0778144,nm0778144,6.7,3108
tt1781922,No Escape,No Escape,2015,103,"Action,Thriller",nm0235719,"nm0235719,nm1803105",6.8,97616
tt1783350,My Amnesia Girl,My Amnesia Girl,2010,110,"Comedy,Drama,Romance",nm1283069,"nm1274163,nm2268581,nm2846170",6.6,514
tt1783377,Sri Rama Rajyam,Sri Rama Rajyam,2011,172,"Drama,Fantasy",nm0052677,"nm1523325,nm0611971",6.6,1212
tt1783422,Two Lives,Zwei Leben,2012,97,"Drama,Thriller","nm0530981,nm0442324","nm0530981,nm1392070,nm1333210,nm0442324,nm4842151,nm5839947",7.1,3326
tt1783721,First Time Loser,First Time Loser,2012,90,"Drama,Music",nm1643821,nm1643821,6.9,1212
tt1784458,Groenten uit Balen,Groenten uit Balen,2011,110,"Drama,History",nm0575318,"nm0887494,nm0886110",7.0,1239
tt1784538,Miss Representation,Miss Representation,2011,85,Documentary,nm1308076,"nm0040846,nm1256818,nm3171513,nm1321547,nm1308076",7.5,3918
tt1784552,Nandalala,Nandalala,2010,127,Drama,nm4199426,nm4199426,7.8,673
tt1784575,The Parade,Parada,2011,115,"Comedy,Drama,History",nm0236729,nm0236729,7.3,13563
tt1784599,"Raul: O Início, o Fim e o Meio","Raul: O Início, o Fim e o Meio",2012,128,"Documentary,Music","nm0142504,nm2152283",nm2152283,7.9,938
tt1785333,Chittagong,Chittagong,2012,105,"Action,Drama,War",nm1773757,"nm1773757,nm1773569",7.3,1912
tt1785389,God Bless Ozzy Osbourne,God Bless Ozzy Osbourne,2011,94,"Biography,Documentary,Music","nm1153907,nm2834848",\N,7.4,2340
tt1785394,Bleach the Movie: Hell Verse,Gekijôban Burîchi: Jigokuhen,2010,94,"Action,Adventure,Animation","nm0008352,nm5117369","nm1818197,nm0847176,nm5159316",7.3,3799
tt1785612,The Punk Singer,The Punk Singer,2013,81,"Biography,Documentary,Music",nm2481948,\N,7.4,3238
tt1786751,CBGB,CBGB,2013,102,"Crime,Drama,Music",nm0589168,"nm0767713,nm0589168",6.6,11850
tt1787067,Fire in the Blood,Fire in the Blood,2013,87,"Documentary,History",nm4204662,nm4204662,7.7,810
tt1787127,The Forgiveness of Blood,The Forgiveness of Blood,2011,109,Drama,nm0551358,"nm0551358,nm1580463",6.8,2102
tt1787660,Being Elmo: A Puppeteer's Journey,Being Elmo: A Puppeteer's Journey,2011,80,"Biography,Documentary","nm0548789,nm0788070","nm0788070,nm1860790",7.6,7288
tt1787725,If a Tree Falls: A Story of the Earth Liberation Front,If a Tree Falls: A Story of the Earth Liberation Front,2011,85,"Biography,Crime,Documentary","nm1903582,nm2014414","nm1903582,nm1510517",7.1,3389
tt1787747,The Salesman,Le vendeur,2011,107,Drama,nm3614028,nm3614028,6.9,682
tt1787758,Mad Bastards,Mad Bastards,2010,94,Drama,nm1051863,nm1051863,6.6,579
tt1787777,Page One,Page One: Inside the New York Times,2011,92,Documentary,nm1427149,"nm1425662,nm1427149",6.9,3479
tt1787791,Resurrect Dead: The Mystery of the Toynbee Tiles,Resurrect Dead: The Mystery of the Toynbee Tiles,2011,86,Documentary,nm3198924,"nm3198924,nm4217931",7.2,2381
tt1787797,Sing Your Song,Sing Your Song,2011,104,"Biography,Documentary,Music",nm0744595,nm0744595,7.5,526
tt1787810,The Flaw,The Flaw,2011,78,"Documentary,History",nm2270163,\N,7.1,864
tt1787837,We Were Here,We Were Here,2011,90,"Biography,Documentary,History","nm0918847,nm2406324",\N,7.9,2393
tt1787988,Talaash: The Answer Lies Within,Talaash,2012,140,"Crime,Drama,Mystery",nm1030373,"nm1027719,nm0440604,nm0015295,nm1030373,nm8722073",7.3,48010
tt1788461,The Pruitt-Igoe Myth,The Pruitt-Igoe Myth,2011,79,Documentary,nm1454445,"nm1454445,nm4207428",7.5,956
tt1789083,The Weight of Chains,The Weight of Chains,2010,125,"Documentary,History,News",nm3340250,nm3340250,8.1,4627
tt1789810,José and Pilar,José e Pilar,2010,117,"Biography,Documentary",nm2573954,\N,8.2,2561
tt1790864,The Maze Runner,The Maze Runner,2014,113,"Action,Mystery,Sci-Fi",nm1226871,"nm3834300,nm2233127,nm2385905,nm4212895",6.8,550535
tt1790867,The Other F Word,The Other F Word,2011,98,"Comedy,Documentary,Drama",nm0087895,nm0087895,7.2,2128
tt1790885,Zero Dark Thirty,Zero Dark Thirty,2012,157,"Drama,History,Thriller",nm0000941,nm1676793,7.4,336435
tt1791528,Inherent Vice,Inherent Vice,2014,148,"Comedy,Crime,Drama",nm0000759,"nm0000759,nm1535410",6.6,117763
tt1792588,"The Big 4: Live from Sofia, Bulgaria","Metallica/Slayer/Megadeth/Anthrax: The Big 4: Live from Sofia, Bulgaria",2010,364,"Documentary,Music",nm0926911,\N,8.6,973
tt1792647,Cirque du Soleil: Worlds Away,Cirque du Soleil: Worlds Away,2012,91,Fantasy,nm0011470,nm0011470,6.8,8344
tt1794796,Inazuma Eleven: The Movie,Gekijôban Inazuma Irebun: Saikyô gundan Ôga shûrai,2010,90,"Animation,Family,Sport",nm1450721,"nm1757129,nm0408394,nm1138389,nm1577584,nm2945908,nm3118290,nm5910739",6.9,506
tt1795369,National Theatre Live: Frankenstein,National Theatre Live: Frankenstein,2011,130,"Drama,Horror,Sci-Fi","nm0000965,nm1229177","nm0213116,nm0791217",8.5,4611
tt1795702,Wild Bill,Wild Bill,2011,98,"Comedy,Crime,Drama",nm0002077,"nm0454617,nm0002077",7.2,15086
tt1796503,Hit So Hard,Hit So Hard,2011,103,"Biography,Documentary,Music",nm0248119,"nm0248119,nm0400968",6.9,756
tt1796652,Tokyo Family,Tôkyô kazoku,2013,146,Drama,nm0945282,"nm0945282,nm1323078",7.5,2341
tt1797416,Jayam,Jayam,2002,152,Drama,nm0854158,"nm1195712,nm0854158",6.6,549
tt1797504,I Want You,Tengo ganas de ti,2012,120,"Drama,Romance",nm2692858,"nm0595062,nm0757749",6.7,17474
tt1798188,From Up on Poppy Hill,Kokuriko-zaka kara,2011,91,"Animation,Comedy,Drama",nm2066439,"nm4234019,nm4233688,nm2146668,nm0594503",7.4,57944
tt1798243,Rudderless,Rudderless,2014,105,"Comedy,Drama,Music",nm0000513,"nm3722800,nm5369674,nm0000513",7.4,20027
tt1798684,Southpaw,Southpaw,2015,124,"Action,Drama,Sport",nm0298807,nm1176676,7.3,273994
tt1798709,Her,Her,2013,126,"Drama,Romance,Sci-Fi",nm0005069,nm0005069,8.0,716845
tt1799110,Joanna,Joanna,2010,110,"Drama,War",nm0266138,nm0266138,6.9,518
tt1800241,American Hustle,American Hustle,2013,138,"Crime,Drama",nm0751102,"nm2545235,nm0751102",7.2,514647
tt1800266,Brooklyn Castle,Brooklyn Castle,2012,101,Documentary,nm2279885,\N,7.2,1038
tt1800302,Gold,Gold,2016,120,"Biography,Crime,Drama",nm0300866,"nm0557266,nm0957003",6.7,73320
tt1800338,Accused,Lucia de B.,2014,97,"Biography,Crime,Drama",nm0644309,"nm0469618,nm1375739",7.0,4459
tt1800372,Cool Kids Don't Cry,Achtste-groepers huilen niet,2012,96,"Drama,Family,Sport",nm0007071,"nm3623929,nm0392288",7.4,4394
tt1801051,Eyyvah Eyvah 2,Eyyvah Eyvah 2,2011,106,Comedy,nm1699659,nm1616534,6.6,16237
tt1801071,See You in Montevideo,"Montevideo, vidimo se!",2014,141,"Adventure,Biography,Comedy",nm0081449,"nm0081449,nm0102492,nm0901286",8.1,8121
tt1801808,The Fraulein and the Sandman,Der Sandmann,2011,88,"Comedy,Drama,Fantasy",nm1280221,nm1280221,6.8,773
tt1802197,The Lady,The Lady,2011,132,"Biography,Drama,History",nm0000108,nm0292451,7.0,11594
tt1802529,The Human Experiment,The Human Experiment,2013,91,Documentary,"nm2274615,nm2944812",nm2944812,6.8,671
tt1804508,Those Who Kill: Shadow of the Past,Den som dræber - Fortidens skygge,2011,90,"Crime,Drama,Thriller",nm0488715,"nm1342241,nm0707392,nm1674478,nm0419550",6.6,1700
tt1804623,Pasanga,Pasanga,2009,178,"Drama,Family",nm4242010,nm4242010,7.7,1262
tt1804642,Gold and Copper,Tala va mes,2010,97,"Drama,Romance",nm2170406,nm5936070,7.1,4020
tt1805263,I Am Kalam,I Am Kalam,2010,88,"Comedy,Drama",nm4244515,"nm1538581,nm6873618,nm4244515,nm2787262",7.9,5150
tt1805297,The Women on the 6th Floor,Les femmes du 6e étage,2010,102,Comedy,nm0494355,"nm0494355,nm0867374",7.1,10924
tt1805492,Robo-G,Robo Jî,2012,111,"Comedy,Drama",nm0944937,nm0944937,6.9,830
tt18059108,Surviving Paradise: A Family Tale,Surviving Paradise: A Family Tale,2022,78,Documentary,"nm3558357,nm2416032","nm14776547,nm1470516",7.5,999
tt1806954,Lost Christmas,Lost Christmas,2011,89,"Drama,Family",nm0370510,"nm0370510,nm0517539",7.0,1595
tt1807022,Super,Super,2010,140,Drama,nm1962192,"nm5509805,nm1962192",8.0,2873
tt18072376,The Situation of Mehdi,Mogheiyate Mehdi,2022,98,"Biography,Drama,War",nm7922387,"nm7922389,nm7922387",6.7,1265
tt18073134,Conjugal Visit,Molaghat-e Khosousi,2022,120,"Drama,Romance",nm8324359,"nm7554570,nm8799720,nm8324359",6.7,1742
tt1807950,Love Likes Coincidences,Ask Tesadüfleri Sever,2011,118,"Drama,Romance",nm0814716,nm2898305,7.2,20421
tt1808045,Czarny czwartek. Janek Wisniewski padl,Czarny czwartek. Janek Wisniewski padl,2011,105,"Drama,History",nm0470374,"nm4247810,nm4247312",6.6,1347
tt1808223,Losers' Club,Kaybedenler Kulübü,2011,105,"Drama,Romance",nm1376035,"nm1376035,nm3133017",7.4,26621
tt1808331,Innocence,Nevinnost,2011,90,"Drama,Thriller",nm0398575,"nm0418588,nm0398575",6.8,544
tt1808454,Suicide Room,Sala samobójców,2011,116,"Crime,Drama,Thriller",nm1717924,nm1717924,6.6,12377
tt1809231,Jackpot,Arme Riddere,2011,86,"Action,Comedy,Crime",nm0994368,"nm0994368,nm1867674",6.6,3549
tt18092672,Gold Run,Gulltransporten,2022,117,"Drama,Thriller,War",nm0117556,"nm1856961,nm1474994,nm6711499,nm0512552,nm0639021",6.6,3839
tt1809387,The War You Don't See,The War You Don't See,2010,97,"Documentary,War","nm1207166,nm0683400",nm0683400,8.3,1616
tt1809398,Unbroken,Unbroken,2014,137,"Biography,Drama,Sport",nm0001401,"nm0001054,nm0001053,nm0481418,nm0629933,nm1227780",7.2,195680
tt1810683,Little Boy,Little Boy,2015,106,"Drama,History,War",nm1920049,"nm1920049,nm2433864",7.3,24782
tt1810833,My SO Has Got Depression,Tsure ga utsu ni narimashite.,2011,121,Drama,nm0765767,"nm3391915,nm1075874",6.7,767
tt18115352,Let the Dance Begin,Empieza el baile,2023,99,"Comedy,Drama,Music",nm1018900,nm1018900,6.8,619
tt1813774,Above Us Only Sky,Über uns das All,2011,88,Drama,nm1099979,nm1099979,6.7,863
tt1814836,Project Nim,Project Nim,2011,93,Documentary,nm1016428,nm5002788,7.4,8721
tt1814930,Vegucated,Vegucated,2011,76,"Comedy,Documentary",nm4260416,nm4260416,7.1,3092
tt1815722,Golkonda High School,Golkonda High School,2011,130,"Drama,Family",nm1990335,"nm4015380,nm1990335,nm4282622,nm1672071",7.0,555
tt1815775,Kalavani,Kalavani,2010,144,Comedy,nm4260569,nm4260569,7.1,622
tt1815837,Moner Manush,Moner Manush,2010,150,Biography,nm0315872,"nm4736228,nm0304355,nm0315872",7.9,1525
tt1815852,Nitro Circus: The Movie,Nitro Circus: The Movie,2012,92,"Action,Comedy,Documentary","nm2285549,nm2283486","nm2285549,nm1146032,nm2283486",6.6,6448
tt18162096,Do Not Expect Too Much from the End of the World,Nu astepta prea mult de la sfârsitul lumii,2023,163,"Comedy,Drama",nm1257492,nm1257492,7.4,5803
