tconst,primaryTitle,originalTitle,startYear,runtimeMinutes,genres,directors,writers,averageRating,numVotes
tt0140914,The Contact,Cheob-sok,1997,105,"Drama,Romance",nm0151871,"nm0158641,nm0151871",6.8,560
tt0141105,Free Enterprise,Free Enterprise,1998,113,"Comedy,Romance",nm0122428,"nm0022913,nm0122428",6.7,3449
tt0141824,The Inheritors,Die Siebtelbauern,1998,95,"Drama,Mystery",nm0752328,nm0752328,7.3,1209
tt0141926,U-571,U-571,2000,116,"Action,War",nm0609236,"nm0609236,nm0599924,nm0043742",6.6,91141
tt0141974,The War Zone,The War Zone,1999,98,"Drama,Thriller",nm0000619,nm0835635,7.2,11835
tt0141986,Wild Man Blues,Wild Man Blues,1997,105,"Documentary,Music,Romance",nm0465932,\N,6.9,2322
tt0141998,The Last Spring,The WormKillers' Last Spring,1994,90,"Drama,Sport",nm0218773,nm0218773,8.1,1227
tt0142181,The Bird People in China,Chûgoku no chôjin,1998,118,"Adventure,Comedy,Drama",nm0586281,"nm1115244,nm0620185",7.4,5067
tt0142231,Down in the Delta,Down in the Delta,1998,112,Drama,nm0029723,nm0323643,6.9,1976
tt0142250,Dragon Ball: The Path to Power,Doragon bôru: Saikyô e no michi,1996,80,"Action,Adventure,Animation",nm0945674,"nm0868066,nm1257846",7.2,3268
tt0142316,Rainy Dog,Gokudô kuroshakai,1997,95,"Crime,Drama",nm0586281,nm1090073,7.0,3063
tt0142688,The Ninth Gate,The Ninth Gate,1999,133,"Mystery,Thriller",nm0000591,"nm0702416,nm0115224,nm0881762,nm0000591",6.7,207788
tt0142772,The Polish Bride,De Poolse bruid,1998,89,"Drama,Romance",nm0871535,nm0886270,7.1,1465
tt0143334,The Small Town,Kasaba,1997,85,Drama,nm0149196,"nm0149196,nm0149191",7.0,7075
tt0143861,Scratch,Scratch,2001,92,"Documentary,Music",nm0695629,\N,7.8,2974
tt0143907,Country of the Deaf,Strana glukhikh,1998,105,"Comedy,Crime,Drama",nm0865422,"nm0466614,nm0514852,nm0865422",7.4,1657
tt0143967,Unlucky Monkey,Anrakkî monkî,1998,106,"Action,Comedy,Crime",nm0848992,nm0848992,6.6,738
tt0144020,Pickpocket,Xiao Wu,1997,110,Drama,nm0422605,nm0422605,7.4,3729
tt0144084,American Psycho,American Psycho,2000,102,"Comedy,Crime,Drama",nm0366004,"nm0254735,nm0366004,nm0877587",7.6,811668
tt0144117,The Boondock Saints,The Boondock Saints,1999,108,"Action,Crime,Thriller",nm0240627,nm0240627,7.6,260062
tt0144201,Girl on the Bridge,La fille sur le pont,1999,90,"Comedy,Drama,Romance",nm0496312,nm0296829,7.4,14830
tt0144646,Toto Who Lived Twice,Totò che visse due volte,1998,93,"Comedy,Drama","nm0162668,nm0546510","nm0162668,nm0546510,nm0406222",6.9,637
tt0144801,The Brandon Teena Story,The Brandon Teena Story,1998,89,"Biography,Documentary","nm0615767,nm0645880",\N,7.0,1381
tt0144937,Frank Lloyd Wright,Frank Lloyd Wright,1998,146,"Biography,Documentary,History","nm0122741,nm0637089",nm0911552,7.8,988
tt0145046,Little Dieter Needs to Fly,Little Dieter Needs to Fly,1997,80,"Biography,Documentary,Drama",nm0001348,nm0001348,8.0,7301
tt0145393,"Pizza, Beer, and Cigarettes","Pizza, birra, faso",1997,92,"Crime,Drama","nm0128382,nm0821408","nm0128382,nm0821408",7.0,3182
tt0145487,Spider-Man,Spider-Man,2002,121,"Action,Adventure,Sci-Fi",nm0000600,"nm0498278,nm0228492,nm0462895",7.4,947747
tt0145503,Sunshine,Sunshine,1999,181,"Drama,History,Romance",nm0843640,"nm0843640,nm0395262",7.4,16341
tt0145547,Two Hands,Two Hands,1999,103,"Comedy,Crime,Thriller",nm0429963,nm0429963,7.1,14361
tt0145653,Angela's Ashes,Angela's Ashes,1999,145,"Biography,Drama",nm0000570,"nm0566660,nm0428630,nm0000570",7.3,24248
tt0145660,Austin Powers: The Spy Who Shagged Me,Austin Powers: The Spy Who Shagged Me,1999,95,"Action,Adventure,Comedy",nm0005366,"nm0000196,nm0567112",6.7,260024
tt0145681,The Bone Collector,The Bone Collector,1999,118,"Crime,Drama,Mystery",nm0637518,"nm0213281,nm0406228",6.7,197867
tt0145734,Playing by Heart,Playing by Heart,1998,121,"Comedy,Drama,Romance",nm0141033,nm0141033,6.9,20889
tt0145929,The Idiot Returns,Návrat idiota,1999,99,"Comedy,Drama,Romance",nm0311485,"nm0234502,nm0311485",7.2,1131
tt0146309,Thirteen Days,Thirteen Days,2000,145,"Drama,History,Thriller",nm0002044,"nm0783100,nm0561943,nm0954546",7.3,65989
tt0146458,Balkanisateur,Valkanizater,1997,97,Comedy,nm0330984,"nm0330984,nm0869387",6.8,979
tt0146468,Barrio,Barrio,1998,94,Drama,nm0508208,nm0508208,7.1,3403
tt0146592,Pál Adrienn,Pál Adrienn,2010,136,Drama,nm1030585,"nm1030585,nm1921430",6.7,556
tt0146838,Any Given Sunday,Any Given Sunday,1999,162,"Drama,Sport",nm0000231,"nm0002417,nm0517589,nm0000231",6.9,130203
tt0146882,High Fidelity,High Fidelity,2000,113,"Comedy,Drama,Music",nm0001241,"nm0394984,nm0222584,nm0684336,nm0000131,nm0003298",7.4,197449
tt0146984,The Legend of Bagger Vance,The Legend of Bagger Vance,2000,126,"Drama,Sport",nm0000602,"nm0696267,nm0505230",6.7,61658
tt0147004,Little Voice,Little Voice,1998,97,"Comedy,Drama,Music",nm0379179,"nm0142179,nm0379179",7.0,17709
tt0147192,Praise,Praise,1998,98,Drama,nm0192845,nm0568885,6.7,666
tt0147556,The Hornet,Strsljen,1998,107,"Crime,Drama,Romance",nm0831207,"nm0066800,nm0464123,nm0691464",7.2,1978
tt0147612,Happiness,Happiness,1998,134,"Comedy,Drama",nm0001754,nm0001754,7.7,78831
tt0147800,10 Things I Hate About You,10 Things I Hate About You,1999,97,"Comedy,Drama,Romance",nm0432627,"nm0527581,nm0809006,nm0000636",7.4,436191
tt0148103,Set Me Free,Emporte-moi,1999,94,"Drama,Romance",nm0690794,"nm0404142,nm0582130,nm0690794,nm1041304",6.9,1135
tt0148428,Lucky People Center International,Lucky People Center International,1998,85,"Documentary,Music","nm0845465,nm0667486",\N,8.0,667
tt0148631,Portland Street Blues,Goo wak chai: Hung Hing Sap Sam Mooi,1998,114,"Crime,Drama",nm0948145,"nm0946995,nm0939236",6.6,605
tt0149151,Still Crazy,Still Crazy,1998,95,"Comedy,Drama,Music",nm0001270,"nm0166074,nm0478588",7.0,9282
tt0149291,Three Palms for Two Punks and a Babe,Tri palme za dve bitange i ribicu,1998,103,Comedy,nm0028968,"nm0590503,nm0701367",7.6,4324
tt0149601,Cholera Street,Agir Roman,1997,120,"Crime,Drama,Romance",nm0022858,"nm0022858,nm2824177",7.6,12596
tt0149723,Besieged,L'assedio,1998,93,"Drama,Romance",nm0000934,"nm0672543,nm0000934,nm0489491",6.8,5400
tt0150143,Claire Dolan,Claire Dolan,1998,95,Drama,nm0449868,nm0449868,6.7,1468
tt0150216,Cradle Will Rock,Cradle Will Rock,1999,132,Drama,nm0000209,nm0000209,6.7,9825
tt0150230,The Cruise,The Cruise,1998,76,Documentary,nm0587955,\N,7.6,2037
tt0150338,Divine Trash,Divine Trash,1998,97,Documentary,nm0947036,"nm0373572,nm0947036",7.7,1234
tt0150433,Earth,Earth,1998,110,"Drama,Romance,War",nm0576548,"nm0576548,nm0796591",7.6,8378
tt0150662,Show Me Love,Fucking Åmål,1998,89,"Comedy,Drama,Romance",nm0600546,nm0600546,7.5,57558
tt0150912,Liceenii Rock 'n' Roll,Liceenii Rock 'n' Roll,1992,98,"Comedy,Musical,Romance",nm0179890,nm1713453,7.0,1256
tt0150915,Hilary and Jackie,Hilary and Jackie,1998,121,"Biography,Drama,Music",nm0875793,"nm0699503,nm0699504,nm0101639",7.3,11141
tt0150918,Hinterholz 8,Hinterholz 8,1998,90,Comedy,nm0796361,"nm0246948,nm0796361",6.9,1420
tt0150992,Straight from the Heart,Hum Dil De Chuke Sanam,1999,188,"Comedy,Drama,Musical",nm0080220,"nm0080220,nm0318616,nm0440288,nm0680560",7.4,20812
tt0151479,Next Stop Paradise,Terminus paradis,1998,99,"Crime,Drama,Romance",nm0684596,"nm0017759,nm0684596,nm0691248",7.7,2557
tt0151568,Topsy-Turvy,Topsy-Turvy,1999,160,"Biography,Comedy,Drama",nm0005139,nm0005139,7.3,14103
tt0151572,The Miracle of P. Tinto,El milagro de P. Tinto,1998,106,"Comedy,Fantasy",nm0275250,"nm0275248,nm0275250",7.1,4516
tt0151691,My Name Is Joe,My Name Is Joe,1998,105,"Drama,Romance",nm0516360,nm0491956,7.4,9252
tt0151804,Office Space,Office Space,1999,89,Comedy,nm0431918,nm0431918,7.6,304467
tt0152438,The Silence,Sokout,1998,76,"Drama,Music",nm0538532,nm0538532,7.0,2025
tt0152836,Taal,Taal,1999,179,"Drama,Musical,Romance",nm0007131,"nm2832163,nm0080432,nm0007131,nm0796503",6.7,6352
tt0152930,Taxi,Taxi,1998,89,"Action,Comedy,Crime",nm0000091,nm0000108,7.0,94767
tt0152979,Tenchi the Movie 2: The Daughter of Darkness,Tenchi Muyô! Manatsu no Eve,1997,95,"Animation,Comedy,Fantasy",nm0454111,"nm0367943,nm0435312",6.7,757
tt0154420,The Celebration,Festen,1998,101,Drama,nm0899121,"nm0899121,nm0750000",8.0,99293
tt0154421,The Idiots,Idioterne,1998,117,"Comedy,Drama",nm0001885,nm0001885,6.7,35664
tt0154750,The Swan and the Wanderer,Kulkuri ja joutsen,1999,117,"Biography,Drama,Music",nm0463581,"nm0463581,nm0637914",6.6,823
tt0155157,Serial Lover,Serial Lover,1998,83,"Comedy,Crime",nm0404485,"nm0078019,nm0404485,nm0415038",6.7,1569
tt0155267,The Thomas Crown Affair,The Thomas Crown Affair,1999,113,"Crime,Romance,Thriller",nm0001532,"nm0874450,nm0228908,nm0934483",6.9,106738
tt0155388,The Winslow Boy,The Winslow Boy,1999,104,"Drama,Romance",nm0000519,"nm0711905,nm0000519",7.3,9719
tt0155487,Amaram,Amaram,1991,150,Drama,nm0080245,nm0517839,8.4,3451
tt0155713,That's the Way I Like It,Forever Fever,1998,95,"Comedy,Drama,Music",nm0324380,nm0324380,6.8,637
tt0155722,Gloomy Sunday,Gloomy Sunday - Ein Lied von Liebe und Tod,1999,112,"Drama,Romance",nm0778280,"nm0858399,nm0778280,nm0055117",7.8,8822
tt0155796,Dr. Akagi,Kanzô sensei,1998,129,"Comedy,Drama,History",nm0408076,"nm0408076,nm0756979,nm0854976",7.2,1677
tt0155810,Little Tony,Kleine Teun,1998,95,"Comedy,Drama,Romance",nm0912334,nm0912334,6.9,1159
tt0156038,Mrs. Salkim's Diamonds,Salkim Hanim'in Taneleri,1999,120,"Drama,History",nm0320894,"nm1715570,nm0052957,nm0537275",6.6,1730
tt0156096,Spring Forward,Spring Forward,1999,110,Drama,nm0319680,nm0319680,7.5,1527
tt0156408,Class Trip,La classe de neige,1998,96,"Drama,Mystery",nm0002218,"nm0002218,nm0141127",6.8,1728
tt0156455,Leaf on a Pillow,Daun di Atas Bantal,1998,83,"Crime,Drama",nm0637838,"nm0032928,nm0637838",7.6,587
tt0156537,Flashpoint,Flashpoint,1998,111,"Adult,Drama",nm0035630,nm0035630,6.7,691
tt0156587,Flowers of Shanghai,Hai shang hua,1998,113,"Drama,Romance",nm0396284,"nm2402926,nm0151690,nm0160883",7.3,4502
tt0156610,The Hole,Dong,1998,95,"Drama,Fantasy,Musical",nm0158857,"nm0158857,nm0946040",7.4,4709
tt0156701,"Khrustalyov, My Car!","Khrustalyov, mashinu!",1998,147,"Comedy,Drama",nm0314516,"nm1135458,nm0314516,nm0439734,nm0499939",7.3,2502
tt0156729,Last Night,Last Night,1998,95,"Comedy,Drama,Romance",nm0001528,nm0001528,7.1,10469
tt0156794,Eternity and a Day,Mia aioniotita kai mia mera,1998,137,Drama,nm0000766,"nm0000766,nm0346096,nm0548316,nm0797792",7.9,15790
tt0156812,My Dog Skip,My Dog Skip,2000,95,"Comedy,Drama,Family",nm0751221,"nm0607009,nm0318343",7.0,21945
tt0156849,Of Freaks and Men,Pro urodov i lyudey,1998,93,"Comedy,Drama,History",nm0049326,nm0049326,6.9,4779
tt0156887,Perfect Blue,Perfect Blue,1997,82,"Animation,Crime,Drama",nm0464804,"nm0613444,nm0464804,nm0847621",8.0,115409
tt0156901,The Apple,Sib,1998,86,Drama,nm0538533,nm0538532,7.2,2861
tt0156906,The Power of Kangwon Province,Kangwon-do ui him,1998,110,"Drama,Romance",nm0393254,nm0393254,6.9,1102
tt0157016,I Stand Alone,Seul contre tous,1998,93,"Crime,Drama,Thriller",nm0637615,nm0637615,7.3,27306
tt0157044,Sitcom,Sitcom,1998,85,"Comedy,Drama,Romance",nm0654830,nm0654830,6.6,5803
tt0157117,Tokyo Eyes,Tokyo Eyes,1998,97,"Comedy,Thriller",nm0510816,"nm0510816,nm0024887,nm0535082,nm0757111",6.6,1456
tt0157122,Faithless,Trolösa,2000,142,"Drama,Romance",nm0880521,nm0000005,7.4,3878
tt0157154,The Rose Seller,La vendedora de rosas,1998,116,Drama,nm0310597,"nm0026153,nm0310597,nm1461348",7.4,2393
tt0157183,West Beirut,West Beyrouth (À l'abri les enfants),1998,105,"Comedy,Drama,Romance",nm0234780,nm0234780,7.6,5122
tt0157356,Only Clouds Move the Stars,Bare skyer beveger stjernene,1998,98,"Drama,Family",nm0508626,nm0508626,6.8,750
tt0157366,Beast Cops,Ye shou xing jing,1998,110,"Action,Crime,Drama","nm0150906,nm0482592","nm0150906,nm0150916",6.8,1272
tt0157503,Drop Dead Gorgeous,Drop Dead Gorgeous,1999,97,"Comedy,Romance,Thriller",nm0417794,nm0931185,6.7,44688
tt0158030,The Girl of Your Dreams,La niña de tus ojos,1998,121,"Comedy,Drama",nm0874096,"nm0044156,nm0874093,nm0250784,nm0530037,nm15367573,nm0056686,nm15367574,nm0229859,nm0874096",6.7,4680
tt0158302,Under the Sun,Under solen,1998,130,"Drama,Romance",nm0638324,"nm0060914,nm0354780,nm1697071,nm0638324",6.8,3176
tt0158371,Sweet and Lowdown,Sweet and Lowdown,1999,95,"Comedy,Drama,Music",nm0000095,nm0000095,7.2,37902
tt0158446,2 Seconds,2 secondes,1998,100,"Comedy,Drama,Romance",nm0108447,nm0108447,6.6,582
tt0158489,Beat,Biteu,1997,115,"Action,Crime,Drama",nm1226290,nm0793540,6.7,743
tt0158692,Juha,Juha,1999,78,"Comedy,Drama,Romance",nm0442454,"nm0014251,nm0442454",6.8,3328
tt0158983,"South Park: Bigger, Longer & Uncut","South Park: Bigger, Longer & Uncut",1999,81,"Animation,Comedy,Fantasy",nm0005295,"nm0005295,nm0001778,nm0103702",7.7,223062
tt0159097,The Virgin Suicides,The Virgin Suicides,1999,97,"Drama,Romance",nm0001068,"nm0262325,nm0001068",7.2,183462
tt0159272,Beautiful People,Beautiful People,1999,107,"Comedy,Drama,War",nm0229026,nm0229026,6.7,2606
tt0159290,Bluebird,Bluebird,2004,77,"Drama,Music",nm0209010,nm0582808,7.4,597
tt0159365,Cold Mountain,Cold Mountain,2003,154,"Adventure,Drama,Romance",nm0005237,"nm0292565,nm0005237",7.2,162655
tt0159382,Croupier,Croupier,1998,94,"Crime,Drama,Thriller",nm0388198,nm0562577,7.0,24582
tt0159401,The Debt Collector,The Debt Collector,1999,109,"Action,Crime,Thriller",nm0624789,nm0624789,6.6,1244
tt0159432,Expect the Unexpected,Fai seung dat yin,1998,87,"Action,Crime,Drama","nm1749021,nm0864775","nm0159517,nm0844032,nm0946883",7.0,1256
tt0159485,The Tough Ones,Häjyt,1999,105,"Action,Crime,Drama",nm0617407,nm0054358,7.1,5794
tt0159696,Relax... It's Just Sex,Relax... It's Just Sex,1998,110,Comedy,nm0144660,nm0144660,6.7,1645
tt0160672,Joe the King,Joe the King,1999,93,"Crime,Drama",nm0001844,nm0001844,6.7,3147
tt0160966,Inconveniente,Tarantulas and Other Conveniences,1999,107,Drama,nm0375407,nm0375407,7.6,4147
tt0161023,Tumbleweeds,Tumbleweeds,1999,102,"Comedy,Drama",nm0640334,"nm0791296,nm0640334",6.7,3767
tt0161081,What Lies Beneath,What Lies Beneath,2000,130,"Drama,Horror,Mystery",nm0000709,"nm0163988,nm0449576",6.6,143277
tt0161100,The Wood,The Wood,1999,106,"Comedy,Drama,Romance",nm0266622,"nm0266622,nm0101940",7.0,10928
tt0161292,Bleeder,Bleeder,1999,98,"Crime,Drama",nm0716347,nm0716347,6.8,10133
tt0161860,Nowhere in Africa,Nirgendwo in Afrika,2001,141,"Biography,Drama,History",nm0512862,"nm0512862,nm0959004",7.5,14638
tt0161935,Annaluise & Anton,Pünktchen und Anton,1999,107,"Comedy,Drama,Family",nm0512862,"nm0477696,nm0512862",7.0,1119
tt0161977,Simon Magus,Simon Magus,1999,101,"Drama,Fantasy,Mystery",nm0394114,"nm0154873,nm0394114",6.9,638
tt0162023,Tuvalu,Tuvalu,1999,101,"Comedy,Drama,Romance",nm0375691,"nm0065236,nm0375691,nm1195565",7.3,2895
tt0162162,Truants,Apontes,1996,115,Drama,nm0334552,"nm0334552,nm1558468",7.9,1117
tt0162222,Cast Away,Cast Away,2000,143,"Adventure,Drama,Romance",nm0000709,nm0115310,7.8,678720
tt0162236,Just Looking,Just Looking,1999,97,"Comedy,Drama",nm0004517,nm0439934,6.6,1645
tt0162346,Ghost World,Ghost World,2001,111,"Comedy,Drama",nm0959062,"nm0167280,nm0959062",7.3,131173
tt0162348,Smiling Fish & Goat on Fire,Goat on Fire and Smiling Fish,1999,90,"Comedy,Romance",nm0430064,"nm0430064,nm0553796,nm0553855",7.4,2763
tt0162426,Short Sharp Shock,Kurz und schmerzlos,1998,99,"Crime,Drama,Thriller",nm0015359,nm0015359,7.1,5974
tt0162625,Ambush,Rukajärven tie,1999,123,"Drama,War",nm0754328,"nm0754328,nm0878408",6.7,4638
tt0162661,Sleepy Hollow,Sleepy Hollow,1999,105,"Fantasy,Horror,Mystery",nm0000318,"nm0410331,nm0944892,nm0001825",7.3,408560
tt0162677,Summer of Sam,Summer of Sam,1999,142,"Crime,Drama,Romance",nm0000490,"nm0000490,nm0171470,nm0408284",6.7,43685
tt0162710,Trick,Trick,1999,89,"Comedy,Music,Romance",nm0266302,nm0769778,7.2,9861
tt0162830,Twin Falls Idaho,Twin Falls Idaho,1999,111,Drama,nm0689187,"nm0689185,nm0689187",7.1,5349
tt0162866,The Emperor and the Assassin,Jing Ke ci Qin Wang,1998,162,"Drama,History,Romance",nm0155280,"nm0032929,nm0155280,nm0911006",7.2,6646
tt0162903,Catfish in Black Bean Sauce,Catfish in Black Bean Sauce,1999,119,"Comedy,Drama",nm0516286,nm0516286,6.6,524
tt0162909,Yana's Friends,Ha-Chaverim Shel Yana,1999,90,"Comedy,Drama,Romance",nm0438438,"nm0438438,nm0899070",7.1,606
tt0162973,Get Real,Get Real,1998,108,"Comedy,Drama,Romance",nm0794960,nm0928495,7.5,15108
tt0163019,Sekal Has to Die,Je treba zabít Sekala,1998,109,Drama,nm0584630,nm0471810,7.3,1083
tt0163185,Rosie,Rosie,1998,97,Drama,nm0870299,nm0870299,7.4,589
tt0163559,The Book of Stars,The Book of Stars,1999,111,Drama,nm0591160,nm0787189,6.7,665
tt0163563,Bullet Ballet,Bullet Ballet,1998,87,"Crime,Drama,Thriller",nm0875354,nm0875354,7.0,3490
tt0163651,American Pie,American Pie,1999,95,Comedy,nm0919369,nm0381221,7.0,461344
tt0163978,The Beach,The Beach,2000,119,"Adventure,Drama,Romance",nm0000965,"nm0388076,nm0307497",6.6,265605
tt0163988,Bringing Out the Dead,Bringing Out the Dead,1999,121,"Drama,Thriller",nm0000217,"nm0175081,nm0001707",6.9,80259
tt0164063,It's a Long Road,Ola einai dromos,1998,118,Drama,nm0903837,"nm0803736,nm0903837",7.9,2791
tt0164085,Limbo,Limbo,1999,126,"Adventure,Drama,Thriller",nm0000626,nm0000626,6.9,6653
tt0164181,Stir of Echoes,Stir of Echoes,1999,99,"Horror,Mystery,Thriller",nm0462895,"nm0558577,nm0462895",6.9,92395
tt0164368,The Color of Lies,Au coeur du mensonge,1999,113,"Comedy,Crime,Drama",nm0001031,"nm0058286,nm0001031",6.6,2653
tt0164538,Dil Se..,Dil Se..,1998,163,"Drama,Romance",nm0711745,"nm0711745,nm0837675,nm0223606",7.5,33124
tt0164756,Mifune,Mifunes sidste sang,1999,98,"Comedy,Drama,Romance",nm0469273,"nm0421314,nm0469273",7.1,8317
tt0165078,After Life,Wandafuru raifu,1998,119,"Drama,Fantasy",nm0466153,nm0466153,7.6,15240
tt0165196,Molokai,Molokai: The Story of Father Damien,1999,113,"Biography,Drama",nm0185187,"nm0109300,nm0264193",6.9,1556
tt0165546,The Wounds,Rane,1998,103,"Comedy,Crime,Drama",nm0236729,nm0236729,8.0,12354
tt0165710,Detroit Rock City,Detroit Rock City,1999,95,"Adventure,Comedy,Music",nm0726472,nm0243463,6.8,42714
tt0165773,Felicia's Journey,Felicia's Journey,1999,116,"Drama,Thriller",nm0000382,"nm0872485,nm0000382",7.0,8692
tt0165798,Ghost Dog: The Way of the Samurai,Ghost Dog: The Way of the Samurai,1999,116,"Crime,Drama",nm0000464,nm0000464,7.5,102538
tt0165832,Interstate 60,Interstate 60: Episodes of the Road,2002,116,"Adventure,Comedy,Drama",nm0301826,nm0301826,7.5,40049
tt0165854,The Limey,The Limey,1999,89,"Crime,Drama,Mystery",nm0001752,nm0229644,6.9,37465
tt0165859,Liberty Heights,Liberty Heights,1999,127,"Comedy,Drama,Music",nm0001469,nm0001469,7.0,7302
tt0165901,Okraina,Okraina,1998,95,Drama,nm0527494,"nm0527494,nm0760000",7.7,938
tt0165921,The First Night of My Life,La primera noche de mi vida,1998,82,Comedy,nm0016234,"nm0016234,nm0512053",6.6,514
tt0165982,Sinbad: Legend of the Seven Seas,Sinbad: Legend of the Seven Seas,2003,86,"Adventure,Animation,Comedy","nm1369708,nm0426333",nm0517589,6.8,63320
tt0165986,The Tic Code,The Tic Code,1998,91,Drama,nm0935095,nm0237164,6.7,504
tt0166169,Divorce Iranian Style,Divorce Iranian Style,1998,80,Documentary,"nm0519354,nm0591924",nm0591924,7.4,585
tt0166175,East Is East,East Is East,1999,96,"Comedy,Drama",nm0640740,nm0451351,6.9,20715
tt0166233,Kad mrtvi zapjevaju,Kad mrtvi zapjevaju,1998,99,"Comedy,Drama,War",nm0660453,"nm0559105,nm0660453",7.6,1247
tt0166287,Don't Tell Anyone,No se lo digas a nadie,1998,120,Drama,nm0518363,"nm0063121,nm0689521",6.8,1734
tt0166396,Waking Ned Devine,Waking Ned,1998,91,Comedy,nm0428600,nm0428600,7.3,29415
tt0166485,Anna and the King,Anna and the King,1999,148,"Drama,History,Romance",nm0855035,"nm0503103,nm0576228,nm0471298",6.7,40120
tt0166486,Date Wine,Arak el-balah,1998,110,"Drama,Romance",nm0252835,nm0252835,8.3,697
tt0166503,The Adopted Son,Beshkempir,1998,81,Drama,nm0008332,"nm0011994,nm0008332,nm0765700",6.9,668
tt0166556,That's Life,Così è la vita,1998,108,"Adventure,Comedy","nm0017623,nm0316034,nm0320495,nm0893111","nm0017623,nm0320495,nm0316034,nm0893111,nm0320081,nm0584945,nm0315668",7.0,5955
tt0166709,Posthumous Memories,Memórias Póstumas de Brás Cubas,2001,101,"Comedy,Drama",nm0460127,"nm0460127,nm0867950,nm0207162",6.9,1019
tt0166813,Spirit: Stallion of the Cimarron,Spirit: Stallion of the Cimarron,2002,83,"Adventure,Animation,Drama","nm0038432,nm0177170",nm0299301,7.2,92697
tt0166896,The Straight Story,The Straight Story,1999,112,"Biography,Drama",nm0000186,"nm0730034,nm0842156",8.0,106840
tt0166924,Mulholland Drive,Mulholland Dr.,2001,147,"Drama,Mystery,Thriller",nm0000186,nm0000186,7.9,418898
tt0166943,Music of the Heart,Music of the Heart,1999,124,"Drama,Music",nm0000127,nm0336861,6.7,13749
tt0167137,The One and Only,Den eneste ene,1999,106,"Comedy,Romance",nm0081540,"nm0007344,nm0081540",6.9,5485
tt0167190,Hellboy,Hellboy,2004,122,"Action,Adventure,Fantasy",nm0868219,"nm0868219,nm1486009,nm0586005",6.9,366818
tt0167260,The Lord of the Rings: The Return of the King,The Lord of the Rings: The Return of the King,2003,201,"Adventure,Drama,Fantasy",nm0001392,"nm0866058,nm0909638,nm0101991,nm0001392",9.0,2125343
tt0167261,The Lord of the Rings: The Two Towers,The Lord of the Rings: The Two Towers,2002,179,"Adventure,Drama,Fantasy",nm0001392,"nm0866058,nm0909638,nm0101991,nm0801728,nm0001392",8.8,1918818
tt0167331,Cosy Dens,Pelísky,1999,115,"Comedy,Drama",nm0398575,"nm0418588,nm0754465",8.1,6770
tt0167404,The Sixth Sense,The Sixth Sense,1999,107,"Drama,Mystery,Thriller",nm0796117,nm0796117,8.2,1125044
tt0167454,Three Businessmen,Three Businessmen,1998,80,"Comedy,Drama",nm0007182,nm0204000,6.8,569
tt0167925,"Late August, Early September","Fin août, début septembre",1998,112,"Drama,Romance",nm0000801,nm0000801,6.8,2057
tt0167926,The Children of the Marshland,Les enfants du marais,1999,115,"Comedy,Drama",nm0065449,"nm0418469,nm0599705",7.4,3291
tt0168043,The Longest Nite,Aam fa,1997,84,"Action,Crime,Mystery","nm1749021,nm0864775","nm0844032,nm0946883",7.2,2678
tt0168047,Bajo California: El límite del tiempo,Bajo California: El límite del tiempo,1998,96,Drama,nm0092632,"nm0092632,nm2114180,nm0305114,nm0035184",7.4,552
tt0168123,A Long Hot Summer,Pitkä kuuma kesä,1999,100,"Comedy,Music",nm0503386,nm0503386,7.0,2864
tt0168446,Aberdeen,Aberdeen,2000,106,Drama,nm0596407,"nm0596407,nm0025463,nm0526478",7.1,3639
tt0168449,The Adventures of Sebastian Cole,The Adventures of Sebastian Cole,1998,99,"Comedy,Drama",nm0931095,nm0931095,6.6,2058
tt0168496,Bishonen,Mei shao nian zhi lian,1998,111,"Drama,Romance",nm0948523,nm0948523,6.8,1083
tt0168501,The Best Man,The Best Man,1999,120,"Comedy,Drama,Romance",nm0002700,nm0002700,6.7,12651
tt0168515,Bittersweet Motel,Bittersweet Motel,2000,82,"Documentary,Music",nm0680846,\N,7.7,818
tt0168629,Dancer in the Dark,Dancer in the Dark,2000,135,"Crime,Drama,Musical",nm0001885,"nm0001885,nm0797604",7.9,122555
tt0168749,The Lighthouse,El faro,1998,109,Drama,nm0586002,"nm0013699,nm0299642,nm0586002,nm0653981",6.9,755
tt0168786,Antwone Fisher,Antwone Fisher,2002,120,"Biography,Drama",nm0000243,nm0279376,7.3,40310
tt0168794,The Five Senses,The Five Senses,1999,106,"Comedy,Drama,Music",nm0687964,nm0687964,6.7,3203
tt0168972,Love & Pop,Rabu & poppu,1998,110,Drama,nm0030417,"nm0030417,nm0766364,nm0613487",7.4,2398
tt0169024,Megacities,Megacities,1998,90,Documentary,nm0322198,nm0322198,7.4,1070
tt0169102,Lagaan: Once Upon a Time in India,Lagaan: Once Upon a Time in India,2001,224,"Drama,Musical,Sport",nm0332950,"nm0332950,nm1021349,nm1021353,nm1022153",8.1,127699
tt0169145,Cabaret Balkan,Bure baruta,1998,102,"Comedy,Drama",nm0664607,"nm0241262,nm0664607,nm0202885,nm0028975",7.7,5954
tt0169164,Radio Arrow,Radiofreccia,1998,112,Drama,nm0509870,"nm0509870,nm0503182",7.0,2598
tt0169222,Shark Skin Man and Peach Hip Girl,Samehada otoko to momojiri onna,1998,108,"Action,Comedy,Mystery",nm0411002,"nm0411002,nm0595095",6.7,2429
